State,WeekStart,New_Confirmed_wk,New_Deceased_wk
TR,2021-05-31,4495,51
TR,2021-06-07,3852,55
TR,2021-06-14,3063,33
TR,2021-06-21,2495,22
TR,2021-06-28,2807,20
TR,2021-07-05,3028,24
TR,2021-07-12,3136,13
TR,2021-07-19,2700,14
TR,2021-07-26,2268,16
TR,2021-08-02,1551,12
TR,2021-08-09,1125,13
TR,2021-08-16,791,5
TR,2021-08-23,725,12
TR,2021-08-30,509,6
TR,2021-09-06,313,2
TR,2021-09-13,243,3
TR,2021-09-20,213,3
TR,2021-09-27,119,4
TR,2021-10-04,84,1
TR,2021-10-11,49,0
TR,2021-10-18,79,0
TR,2021-10-25,108,0
TR,2021-11-01,76,0
TR,2021-11-08,91,1
TR,2021-11-15,50,1
TR,2021-11-22,66,3
TR,2021-11-29,71,4
TR,2021-12-06,56,1
TR,2021-12-13,50,1
TR,2021-12-20,41,2
TR,2021-12-27,115,0
TR,2022-01-03,816,1
TR,2022-01-10,5640,10
TR,2022-01-17,6619,32
TR,2022-01-24,2026,27
TR,2022-01-31,442,19
TR,2022-02-07,131,1
TR,2022-02-14,45,0
TR,2022-02-21,21,0
TR,2022-02-28,9,0
TR,2022-03-07,0,0
TR,2022-03-14,1,0
TR,2022-03-21,2,0
TR,2022-03-28,5,2
TR,2022-04-04,1,1
TR,2022-04-11,0,0
TR,2022-04-18,1,0
TR,2022-04-25,2,0
TR,2022-05-02,5,1
TR,2022-05-09,1,0
TR,2022-05-16,0,0
TR,2022-05-23,0,0
TR,2022-05-30,0,0
TR,2022-06-06,2,0
TR,2022-06-13,1,0
TR,2022-06-20,5,0
TR,2022-06-27,16,0
TR,2022-07-04,131,0
TR,2022-07-11,1386,1
TR,2022-07-18,2399,2
TR,2022-07-25,1743,4
TR,2022-08-01,774,5
TR,2022-08-08,234,2
TR,2022-08-15,95,1
TR,2022-08-22,36,0
TR,2022-08-29,25,0
TR,2022-09-05,9,0
TR,2022-09-12,9,0
TR,2022-09-19,20,0
TR,2022-09-26,31,1
TR,2022-10-03,12,0
TR,2022-10-10,22,0
TR,2022-10-24,21,0
TR,2022-10-31,17,0
TR,2022-11-07,3,0
TR,2022-11-14,4,0
TR,2022-11-21,1,0
TR,2022-11-28,1,0
TR,2022-12-05,0,0
TR,2022-12-12,1,0
TR,2022-12-19,0,0
TR,2022-12-26,0,0
TR,2023-01-02,0,0
TR,2023-01-09,0,0
TR,2023-01-16,0,0
TR,2023-01-23,0,0
TR,2023-01-30,0,0
TR,2023-02-06,0,0
TR,2023-02-13,0,0
TR,2023-02-20,0,0
TR,2023-02-27,0,0
TR,2023-03-06,0,0
TR,2023-03-13,0,0
TR,2023-03-20,0,0
TR,2023-03-27,0,0
TR,2023-04-03,0,0
TR,2023-04-10,4,0
TR,2023-04-17,15,0
TR,2023-04-24,24,0
TR,2023-05-01,53,0
TR,2023-05-08,44,0
TR,2023-05-15,41,0
TR,2023-05-22,37,1
TR,2023-05-29,31,0
TR,2023-06-05,125,1
TR,2023-06-12,14,0
TR,2023-06-19,12,0
TR,2023-06-26,4,0
TR,2023-07-03,18,0
TR,2023-07-10,16,0
TR,2023-07-17,36,0
TR,2023-07-24,12,0
TR,2023-07-31,12,0
TR,2023-08-07,10,0
TR,2023-08-14,5,1
TR,2023-08-21,0,0
UP,2020-03-09,13,0
UP,2020-03-16,17,0
UP,2020-03-23,42,0
UP,2020-03-30,206,3
UP,2020-04-06,205,2
UP,2020-04-13,617,12
UP,2020-04-20,773,13
UP,2020-04-27,772,13
UP,2020-05-04,822,36
UP,2020-05-11,997,33
UP,2020-05-18,1804,49
UP,2020-05-25,1807,56
UP,2020-06-01,2461,58
UP,2020-06-08,3079,124
UP,2020-06-15,4116,151
UP,2020-06-22,4416,110
UP,2020-06-29,5560,125
UP,2020-07-06,8769,149
UP,2020-07-13,12771,212
UP,2020-07-20,17741,280
UP,2020-07-27,25933,304
UP,2020-08-03,29688,339
UP,2020-08-10,31809,380
UP,2020-08-17,33363,477
UP,2020-08-24,37851,497
UP,2020-08-31,40651,497
UP,2020-09-07,45753,509
UP,2020-09-14,42239,618
UP,2020-09-21,32810,547
UP,2020-09-28,27381,435
UP,2020-10-05,22513,365
UP,2020-10-12,18167,264
UP,2020-10-19,15124,224
UP,2020-10-26,13562,169
UP,2020-11-02,13731,155
UP,2020-11-09,13741,166
UP,2020-11-16,15476,187
UP,2020-11-23,15093,183
UP,2020-11-30,13071,182
UP,2020-12-07,10612,148
UP,2020-12-14,9075,124
UP,2020-12-21,7349,110
UP,2020-12-28,6191,97
UP,2021-01-04,5000,92
UP,2021-01-11,3357,81
UP,2021-01-18,2185,41
UP,2021-01-25,1586,41
UP,2021-02-01,1086,29
UP,2021-02-08,805,15
UP,2021-02-15,595,13
UP,2021-02-22,742,10
UP,2021-03-01,752,13
UP,2021-03-08,1011,9
UP,2021-03-15,2248,13
UP,2021-03-22,6260,27
UP,2021-03-29,16261,95
UP,2021-04-05,61956,271
UP,2021-04-12,159605,678
UP,2021-04-19,235005,1335
UP,2021-04-26,226736,1997
UP,2021-05-03,190129,2302
UP,2021-05-10,116155,2082
UP,2021-05-17,50246,1663
UP,2021-05-24,20125,1137
UP,2021-05-31,8373,906
UP,2021-06-07,4235,534
UP,2021-06-14,1734,392
UP,2021-06-21,1238,340
UP,2021-06-28,1025,122
UP,2021-07-05,729,58
UP,2021-07-12,497,23
UP,2021-07-19,311,29
UP,2021-07-26,318,16
UP,2021-08-02,296,10
UP,2021-08-09,176,11
UP,2021-08-16,171,8
UP,2021-08-23,129,26
UP,2021-08-30,197,38
UP,2021-09-06,102,27
UP,2021-09-13,122,4
UP,2021-09-20,103,3
UP,2021-09-27,85,4
UP,2021-10-04,107,2
UP,2021-10-11,74,3
UP,2021-10-18,67,1
UP,2021-10-25,63,1
UP,2021-11-01,46,3
UP,2021-11-08,69,6
UP,2021-11-15,59,0
UP,2021-11-22,50,1
UP,2021-11-29,93,1
UP,2021-12-06,79,3
UP,2021-12-13,141,1
UP,2021-12-20,236,0
UP,2021-12-27,1606,1
UP,2022-01-03,25013,12
UP,2022-01-10,96562,35
UP,2022-01-17,112707,93
UP,2022-01-24,66504,133
UP,2022-01-31,31194,129
UP,2022-02-07,13650,80
UP,2022-02-14,6323,35
UP,2022-02-21,2982,20
UP,2022-02-28,1654,22
UP,2022-03-07,771,17
UP,2022-03-14,388,0
UP,2022-03-21,281,2
UP,2022-03-28,300,2
UP,2022-04-04,219,3
UP,2022-04-11,536,1
UP,2022-04-18,1271,5
UP,2022-04-25,1723,3
UP,2022-05-02,1747,2
UP,2022-05-09,1355,3
UP,2022-05-16,925,6
UP,2022-05-23,910,0
UP,2022-05-30,973,3
UP,2022-06-06,1279,3
UP,2022-06-13,2696,1
UP,2022-06-20,4036,7
UP,2022-06-27,3136,7
UP,2022-07-04,2355,7
UP,2022-07-11,2502,7
UP,2022-07-18,2784,6
UP,2022-07-25,3310,9
UP,2022-08-01,5331,6
UP,2022-08-08,6028,10
UP,2022-08-15,4832,10
UP,2022-08-22,3155,7
UP,2022-08-29,1797,8
UP,2022-09-05,1097,5
UP,2022-09-12,625,1
UP,2022-09-19,396,3
UP,2022-09-26,422,3
UP,2022-10-03,308,1
UP,2022-10-10,69,2
UP,2022-10-24,177,1
UP,2022-10-31,236,3
UP,2022-11-07,136,0
UP,2022-11-14,85,0
UP,2022-11-21,43,1
UP,2022-11-28,17,0
UP,2022-12-05,18,1
UP,2022-12-12,17,0
UP,2022-12-19,24,0
UP,2022-12-26,22,0
UP,2023-01-02,20,1
UP,2023-01-09,11,0
UP,2023-01-16,7,2
UP,2023-01-23,4,0
UP,2023-01-30,10,1
UP,2023-02-06,14,6
UP,2023-02-13,8,5
UP,2023-02-20,5,0
UP,2023-02-27,12,0
UP,2023-03-06,26,0
UP,2023-03-13,90,1
UP,2023-03-20,252,1
UP,2023-03-27,544,0
UP,2023-04-03,1363,1
UP,2023-04-10,3720,7
UP,2023-04-17,5333,14
UP,2023-04-24,3293,13
UP,2023-05-01,1470,8
UP,2023-05-08,497,3
UP,2023-05-15,232,4
UP,2023-05-22,227,1
UP,2023-05-29,49,1
UP,2023-06-05,622,12
UP,2023-06-12,17,0
UP,2023-06-19,6,0
UP,2023-06-26,6,1
UP,2023-07-03,2,0
UP,2023-07-10,2,0
UP,2023-07-17,0,0
UP,2023-07-24,0,0
UP,2023-07-31,2,0
UP,2023-08-07,0,0
UP,2023-08-14,0,2
UP,2023-08-21,0,0
UT,2020-03-09,0,0
UT,2020-03-16,3,0
UT,2020-03-23,4,0
UT,2020-03-30,19,0
UT,2020-04-06,9,0
UT,2020-04-13,9,0
UT,2020-04-20,7,0
UT,2020-04-27,9,1
UT,2020-05-04,8,0
UT,2020-05-11,24,0
UT,2020-05-18,225,2
UT,2020-05-25,590,2
UT,2020-06-01,448,8
UT,2020-06-08,464,11
UT,2020-06-15,525,3
UT,2020-06-22,479,11
UT,2020-06-29,301,4
UT,2020-07-06,413,5
UT,2020-07-13,978,5
UT,2020-07-20,1589,11
UT,2020-07-27,1489,23
UT,2020-08-03,2039,39
UT,2020-08-10,2543,27
UT,2020-08-17,2949,48
UT,2020-08-24,4111,57
UT,2020-08-31,5394,84
UT,2020-09-07,7344,73
UT,2020-09-14,8990,77
UT,2020-09-21,6082,83
UT,2020-09-28,4436,78
UT,2020-10-05,3570,95
UT,2020-10-12,2973,180
UT,2020-10-19,2352,66
UT,2020-10-26,2174,34
UT,2020-11-02,2729,38
UT,2020-11-09,2936,42
UT,2020-11-16,3041,48
UT,2020-11-23,3084,67
UT,2020-11-30,3657,63
UT,2020-12-07,4432,70
UT,2020-12-14,3888,58
UT,2020-12-21,3328,70
UT,2020-12-28,2166,44
UT,2021-01-04,1810,46
UT,2021-01-11,1182,38
UT,2021-01-18,837,20
UT,2021-01-25,489,13
UT,2021-02-01,364,24
UT,2021-02-08,327,12
UT,2021-02-15,241,7
UT,2021-02-22,305,5
UT,2021-03-01,430,3
UT,2021-03-08,384,8
UT,2021-03-15,642,1
UT,2021-03-22,1433,8
UT,2021-03-29,2383,16
UT,2021-04-05,6548,33
UT,2021-04-12,15221,108
UT,2021-04-19,27768,278
UT,2021-04-26,39819,656
UT,2021-05-03,52653,926
UT,2021-05-10,43013,1083
UT,2021-05-17,26233,994
UT,2021-05-24,14819,596
UT,2021-05-31,5686,298
UT,2021-06-07,2855,236
UT,2021-06-14,1765,100
UT,2021-06-21,975,53
UT,2021-06-28,1105,245
UT,2021-07-05,455,6
UT,2021-07-12,273,17
UT,2021-07-19,272,3
UT,2021-07-26,437,3
UT,2021-08-02,231,5
UT,2021-08-09,196,3
UT,2021-08-16,161,7
UT,2021-08-23,161,3
UT,2021-08-30,190,8
UT,2021-09-06,123,1
UT,2021-09-13,159,1
UT,2021-09-20,108,3
UT,2021-09-27,77,2
UT,2021-10-04,101,1
UT,2021-10-11,88,1
UT,2021-10-18,65,2
UT,2021-10-25,75,1
UT,2021-11-01,46,1
UT,2021-11-08,101,2
UT,2021-11-15,63,1
UT,2021-11-22,113,3
UT,2021-11-29,134,4
UT,2021-12-06,106,1
UT,2021-12-13,132,1
UT,2021-12-20,188,3
UT,2021-12-27,685,3
UT,2022-01-03,5421,5
UT,2022-01-10,19069,16
UT,2022-01-17,30447,40
UT,2022-01-24,19787,56
UT,2022-01-31,9351,82
UT,2022-02-07,4068,33
UT,2022-02-14,1613,20
UT,2022-02-21,854,9
UT,2022-02-28,634,6
UT,2022-03-07,189,3
UT,2022-03-14,144,1
UT,2022-03-21,138,1
UT,2022-03-28,86,1
UT,2022-04-04,30,0
UT,2022-04-11,27,0
UT,2022-04-18,66,1
UT,2022-04-25,102,0
UT,2022-05-02,121,0
UT,2022-05-09,100,0
UT,2022-05-16,84,0
UT,2022-05-23,79,0
UT,2022-05-30,87,0
UT,2022-06-06,134,0
UT,2022-06-13,176,2
UT,2022-06-20,256,0
UT,2022-06-27,303,1
UT,2022-07-04,354,1
UT,2022-07-11,614,5
UT,2022-07-18,1240,2
UT,2022-07-25,1902,4
UT,2022-08-01,2023,10
UT,2022-08-08,1324,9
UT,2022-08-15,973,7
UT,2022-08-22,808,2
UT,2022-08-29,457,4
UT,2022-09-05,268,3
UT,2022-09-12,200,3
UT,2022-09-19,153,4
UT,2022-09-26,70,1
UT,2022-10-03,55,0
UT,2022-10-10,7,0
UT,2022-10-24,40,0
UT,2022-10-31,46,0
UT,2022-11-07,30,0
UT,2022-11-14,52,0
UT,2022-11-21,18,0
UT,2022-11-28,5,0
UT,2022-12-05,51,0
UT,2022-12-12,12,0
UT,2022-12-19,16,0
UT,2022-12-26,26,1
UT,2023-01-02,25,1
UT,2023-01-09,7,0
UT,2023-01-16,11,0
UT,2023-01-23,4,0
UT,2023-01-30,1,0
UT,2023-02-06,21,0
UT,2023-02-13,3,0
UT,2023-02-20,0,0
UT,2023-02-27,15,0
UT,2023-03-06,11,0
UT,2023-03-13,32,1
UT,2023-03-20,41,1
UT,2023-03-27,103,0
UT,2023-04-03,244,2
UT,2023-04-10,659,3
UT,2023-04-17,793,2
UT,2023-04-24,713,1
UT,2023-05-01,239,1
UT,2023-05-08,107,1
UT,2023-05-15,62,1
UT,2023-05-22,27,1
UT,2023-05-29,7,0
UT,2023-06-05,110,4
UT,2023-06-12,2,0
UT,2023-06-19,2,0
UT,2023-06-26,6,0
UT,2023-07-03,6,0
UT,2023-07-10,6,0
UT,2023-07-17,0,0
UT,2023-07-24,4,0
UT,2023-07-31,1,0
UT,2023-08-07,1,0
UT,2023-08-14,0,0
UT,2023-08-21,0,0
WB,2020-03-09,0,0
WB,2020-03-16,7,0
WB,2020-03-23,14,1
WB,2020-03-30,59,2
WB,2020-04-06,54,4
WB,2020-04-13,176,5
WB,2020-04-20,301,8
WB,2020-04-27,587,102
WB,2020-05-04,741,63
WB,2020-05-11,738,53
WB,2020-05-18,990,34
WB,2020-05-25,1834,45
WB,2020-06-01,2686,79
WB,2020-06-08,2900,79
WB,2020-06-15,2858,80
WB,2020-06-22,3338,84
WB,2020-06-29,4843,118
WB,2020-07-06,7887,175
WB,2020-07-13,12474,180
WB,2020-07-20,16231,260
WB,2020-07-27,16798,306
WB,2020-08-03,20038,381
WB,2020-08-10,20944,369
WB,2020-08-17,22372,366
WB,2020-08-24,20915,382
WB,2020-08-31,21003,386
WB,2020-09-07,21920,383
WB,2020-09-14,22429,414
WB,2020-09-21,22288,422
WB,2020-09-28,22906,413
WB,2020-10-05,24475,428
WB,2020-10-12,26230,434
WB,2020-10-19,28665,431
WB,2020-10-26,27950,413
WB,2020-11-02,27663,394
WB,2020-11-09,26237,367
WB,2020-11-16,24810,364
WB,2020-11-23,24452,351
WB,2020-11-30,22027,347
WB,2020-12-07,18955,334
WB,2020-12-14,15033,303
WB,2020-12-21,10615,238
WB,2020-12-28,7532,194
WB,2021-01-04,5734,149
WB,2021-01-11,4563,112
WB,2021-01-18,2831,62
WB,2021-01-25,1895,58
WB,2021-02-01,1373,34
WB,2021-02-08,1224,25
WB,2021-02-15,1167,17
WB,2021-02-22,1356,19
WB,2021-03-01,1505,10
WB,2021-03-08,1724,14
WB,2021-03-15,2284,14
WB,2021-03-22,4035,18
WB,2021-03-29,8949,20
WB,2021-04-05,21281,56
WB,2021-04-12,45031,168
WB,2021-04-19,84023,373
WB,2021-04-26,119443,598
WB,2021-05-03,129766,788
WB,2021-05-10,140271,957
WB,2021-05-17,133660,1080
WB,2021-05-24,99150,1046
WB,2021-05-31,59892,849
WB,2021-06-07,35125,637
WB,2021-06-14,20450,452
WB,2021-06-21,13242,264
WB,2021-06-28,10445,187
WB,2021-07-05,6735,117
WB,2021-07-12,6052,83
WB,2021-07-19,5458,74
WB,2021-07-26,5081,76
WB,2021-08-02,5083,80
WB,2021-08-09,4760,74
WB,2021-08-16,4423,61
WB,2021-08-23,4562,59
WB,2021-08-30,4523,79
WB,2021-09-06,4837,75
WB,2021-09-13,4741,75
WB,2021-09-20,4744,84
WB,2021-09-27,4847,89
WB,2021-10-04,5097,80
WB,2021-10-11,4193,72
WB,2021-10-18,5925,78
WB,2021-10-25,6453,86
WB,2021-11-01,5580,85
WB,2021-11-08,5705,88
WB,2021-11-15,5652,69
WB,2021-11-22,5022,79
WB,2021-11-29,4390,82
WB,2021-12-06,3934,56
WB,2021-12-13,3885,69
WB,2021-12-20,3550,47
WB,2021-12-27,18524,65
WB,2022-01-03,105896,120
WB,2022-01-10,142653,187
WB,2022-01-17,67546,250
WB,2022-01-24,28361,245
WB,2022-01-31,12266,240
WB,2022-02-07,5029,194
WB,2022-02-14,2452,115
WB,2022-02-21,1665,43
WB,2022-02-28,844,5
WB,2022-03-07,576,7
WB,2022-03-14,377,7
WB,2022-03-21,387,3
WB,2022-03-28,293,2
WB,2022-04-04,187,1
WB,2022-04-11,124,0
WB,2022-04-18,206,1
WB,2022-04-25,301,1
WB,2022-05-02,266,1
WB,2022-05-09,281,0
WB,2022-05-16,233,0
WB,2022-05-23,236,1
WB,2022-05-30,304,1
WB,2022-06-06,663,0
WB,2022-06-13,1621,3
WB,2022-06-20,3055,8
WB,2022-06-27,9513,9
WB,2022-07-04,17226,18
WB,2022-07-11,19147,33
WB,2022-07-18,14531,44
WB,2022-07-25,8502,46
WB,2022-08-01,5165,29
WB,2022-08-08,3431,27
WB,2022-08-15,2268,19
WB,2022-08-22,1769,19
WB,2022-08-29,1364,13
WB,2022-09-05,1443,9
WB,2022-09-12,1726,7
WB,2022-09-19,2189,7
WB,2022-09-26,1707,12
WB,2022-10-03,906,7
WB,2022-10-10,280,2
WB,2022-10-24,262,0
WB,2022-10-31,213,3
WB,2022-11-07,127,1
WB,2022-11-14,76,0
WB,2022-11-21,39,0
WB,2022-11-28,40,0
WB,2022-12-05,29,0
WB,2022-12-12,25,0
WB,2022-12-19,38,1
WB,2022-12-26,36,0
WB,2023-01-02,34,0
WB,2023-01-09,39,0
WB,2023-01-16,30,0
WB,2023-01-23,22,0
WB,2023-01-30,27,0
WB,2023-02-06,12,1
WB,2023-02-13,19,0
WB,2023-02-20,20,0
WB,2023-02-27,22,0
WB,2023-03-06,22,0
WB,2023-03-13,37,0
WB,2023-03-20,39,0
WB,2023-03-27,114,0
WB,2023-04-03,213,0
WB,2023-04-10,483,0
WB,2023-04-17,1121,2
WB,2023-04-24,1630,3
WB,2023-05-01,1165,5
WB,2023-05-08,604,4
WB,2023-05-15,508,1
WB,2023-05-22,237,3
WB,2023-05-29,128,1
WB,2023-06-05,1083,5
WB,2023-06-12,79,0
WB,2023-06-19,31,0
WB,2023-06-26,32,0
WB,2023-07-03,35,0
WB,2023-07-10,70,0
WB,2023-07-17,100,0
WB,2023-07-24,63,0
WB,2023-07-31,76,0
WB,2023-08-07,100,1
WB,2023-08-14,76,1
WB,2023-08-21,26,0
