Date,Date_YMD,Status,TT,AN,AP,AR,AS,BR,CH,CT,DN,DL,GA,GJ,HR,HP,JK,JH,KA,KL,LA,LD,MP,MH,MN,ML,MZ,NL,OR,PY,PB,RJ,SK,TN,TG,TR,UP,UT,WB
07-Dec-22,07/12/2022,Confirmed,241,0,1,0,0,0,1,1,0,10,2,5,4,2,3,0,44,80,0,0,2,33,0,0,5,0,4,0,1225,10,0,11,9,0,1,5,6
07-Dec-22,07/12/2022,Recovered,243,0,3,0,0,2,0,1,0,4,2,8,2,5,0,0,31,92,0,0,0,49,0,0,1,0,2,2,1,2,0,19,4,0,5,3,5
07-Dec-22,07/12/2022,Deceased,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-Dec-22,08/12/2022,Deceased,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-Dec-22,08/12/2022,Confirmed,249,0,1,0,0,2,1,1,0,5,4,5,3,1,1,0,23,93,0,0,1,41,1,0,0,0,4,0,-1223,5,0,9,9,0,5,30,4
08-Dec-22,08/12/2022,Recovered,259,0,1,0,0,2,0,1,0,14,2,3,1,2,3,0,26,102,0,0,1,45,0,0,2,0,3,0,0,8,1,17,16,0,3,1,5
09-Dec-22,09/12/2022,Confirmed,210,0,0,0,1,0,0,0,0,4,4,3,1,2,3,0,20,94,1,0,2,18,0,0,0,0,5,6,1,6,0,8,16,0,2,11,2
09-Dec-22,09/12/2022,Recovered,390,0,1,0,0,1,0,1,0,7,1,6,5,3,2,0,147,126,0,0,2,39,0,0,0,0,0,0,2,11,1,15,11,0,4,1,4
09-Dec-22,09/12/2022,Deceased,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Dec-22,10/12/2022,Deceased,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Dec-22,10/12/2022,Confirmed,173,0,0,0,0,0,0,0,0,5,0,2,2,4,5,0,13,54,0,0,0,45,0,0,1,0,2,0,1,10,0,7,9,0,4,3,6
10-Dec-22,10/12/2022,Recovered,303,0,1,0,0,0,0,0,0,4,2,1,3,2,0,0,102,84,0,0,0,59,1,1,5,0,2,1,0,6,0,13,7,0,2,3,4
11-Dec-22,11/12/2022,Confirmed,159,0,1,0,0,2,0,0,0,7,1,2,1,1,0,0,20,81,0,0,0,18,0,0,0,0,0,0,1223,9,0,8,2,0,2,1,3
11-Dec-22,11/12/2022,Recovered,166,0,0,0,0,0,1,1,0,7,2,2,1,0,2,0,3,86,0,0,1,30,0,0,0,0,2,3,0,1,0,12,7,0,0,1,4
11-Dec-22,11/12/2022,Deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-Dec-22,12/12/2022,Recovered,175,0,3,0,0,1,0,0,0,8,2,4,3,0,0,0,51,52,0,0,0,20,0,1,1,0,0,0,5,0,0,12,7,0,1,1,3
12-Dec-22,12/12/2022,Deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-Dec-22,12/12/2022,Confirmed,114,0,0,0,0,0,0,1,0,2,1,4,3,1,1,0,12,40,0,0,1,15,0,1,0,0,5,1,-1221,1,0,7,11,0,2,2,1
13-Dec-22,13/12/2022,Recovered,151,0,0,0,0,1,0,1,0,3,1,6,4,6,1,0,26,39,0,0,2,31,0,0,1,0,0,0,4,0,0,10,6,0,3,3,3
13-Dec-22,13/12/2022,Confirmed,152,0,0,0,0,0,0,3,0,3,1,2,2,1,0,0,28,45,0,0,0,27,0,0,1,0,5,3,1,6,1,6,9,0,3,0,5
13-Dec-22,13/12/2022,Deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-Dec-22,14/12/2022,Recovered,274,0,0,0,0,1,1,1,0,1,2,114,2,0,1,0,20,54,0,0,2,24,0,0,1,0,0,0,3,3,0,11,14,0,9,6,4
14-Dec-22,14/12/2022,Deceased,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-Dec-22,14/12/2022,Confirmed,200,0,2,0,0,3,2,0,0,5,1,3,2,3,1,0,33,82,0,0,0,22,2,0,0,0,8,0,0,5,0,8,6,1,1,4,6
15-Dec-22,15/12/2022,Confirmed,162,0,0,1,0,1,0,0,0,8,0,2,2,3,1,0,11,86,0,0,1,22,0,0,0,0,2,0,1224,5,0,7,4,0,2,1,2
15-Dec-22,15/12/2022,Recovered,238,0,0,0,0,0,1,1,0,5,2,46,4,3,2,0,20,56,0,0,1,45,1,0,0,0,6,1,1,8,0,9,9,0,3,9,5
15-Dec-22,15/12/2022,Deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Dec-22,16/12/2022,Deceased,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Dec-22,16/12/2022,Confirmed,167,0,0,0,0,0,0,0,0,9,3,4,1,0,1,0,14,63,1,0,0,32,0,0,0,0,0,0,-1223,14,0,8,4,0,4,0,9
16-Dec-22,16/12/2022,Recovered,246,0,1,0,0,0,0,0,0,8,4,3,2,3,5,0,36,90,1,0,2,36,0,0,1,0,0,5,0,9,0,8,16,0,4,8,4
17-Dec-22,17/12/2022,Deceased,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-Dec-22,17/12/2022,Confirmed,176,0,0,0,0,2,0,0,0,14,0,3,2,7,1,0,17,74,0,0,1,22,0,1,0,0,5,1,0,4,0,7,5,0,4,4,2
17-Dec-22,17/12/2022,Recovered,227,0,1,0,0,0,0,0,0,6,0,2,2,2,1,0,88,54,0,0,0,31,0,0,0,0,0,1,1,2,0,7,9,0,5,10,5
18-Dec-22,18/12/2022,Deceased,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Dec-22,18/12/2022,Confirmed,135,0,0,0,0,1,0,0,0,10,1,1,4,1,0,0,21,59,1,0,3,11,0,1,0,0,0,0,0,9,0,6,4,0,1,1,0
18-Dec-22,18/12/2022,Recovered,126,0,0,0,0,2,0,0,0,6,1,1,1,4,3,0,1,70,0,0,0,14,0,0,0,0,0,0,0,0,0,8,2,0,4,5,4
19-Dec-22,19/12/2022,Recovered,178,0,0,0,1,2,0,1,0,7,1,4,1,0,1,0,57,49,0,0,0,15,0,1,0,0,7,3,1,0,0,7,11,0,1,4,4
19-Dec-22,19/12/2022,Deceased,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-Dec-22,19/12/2022,Confirmed,112,0,0,0,0,0,0,0,0,3,1,1,2,1,2,0,12,62,0,0,0,9,0,0,0,0,2,0,1223,1,0,5,6,0,2,2,1
20-Dec-22,20/12/2022,Confirmed,131,0,0,0,0,0,0,0,0,7,1,2,7,4,0,0,15,36,1,0,1,20,0,0,0,0,2,1,-1224,11,0,6,5,0,3,3,7
20-Dec-22,20/12/2022,Deceased,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20-Dec-22,20/12/2022,Recovered,210,0,0,0,0,2,0,3,0,5,2,6,4,1,0,0,18,46,0,0,0,33,0,0,0,0,9,0,1,48,1,8,9,0,4,6,4
21-Dec-22,21/12/2022,Deceased,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-Dec-22,21/12/2022,Confirmed,185,0,1,0,0,0,0,2,0,5,2,5,3,3,0,0,18,84,0,0,0,30,0,0,0,0,5,0,0,5,0,6,6,0,5,4,1
21-Dec-22,21/12/2022,Recovered,190,0,1,1,0,0,2,0,0,8,1,2,2,4,0,0,27,82,0,0,0,27,2,0,0,0,0,0,1,6,0,8,6,1,2,3,4
22-Dec-22,22/12/2022,Confirmed,163,0,0,0,0,0,1,2,0,10,0,6,2,6,2,0,16,51,0,0,0,20,0,0,0,0,11,0,1226,10,0,5,8,0,0,2,9
22-Dec-22,22/12/2022,Recovered,176,0,0,0,0,0,0,0,0,4,1,2,1,1,0,0,18,65,0,0,0,19,0,0,0,0,7,0,1,4,0,7,4,0,36,3,3
22-Dec-22,22/12/2022,Deceased,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Dec-22,23/12/2022,Confirmed,201,0,2,0,0,0,0,3,0,13,1,3,2,4,6,0,17,56,0,0,0,23,0,0,0,0,4,2,-1212,23,1,8,12,0,1,3,5
23-Dec-22,23/12/2022,Deceased,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Dec-22,23/12/2022,Recovered,183,0,0,0,0,2,0,0,0,12,0,3,3,2,0,0,40,60,1,0,3,23,0,0,0,0,0,1,3,5,0,8,4,0,5,4,4
24-Dec-22,24/12/2022,Recovered,198,0,2,0,0,1,0,0,0,14,0,3,3,3,4,0,13,63,0,0,0,35,0,2,0,0,11,0,5,14,0,7,5,0,8,1,4
24-Dec-22,24/12/2022,Confirmed,227,0,0,0,0,0,0,0,0,18,3,9,3,7,2,0,16,61,0,0,0,38,0,0,0,0,1,0,15,21,0,7,13,0,5,2,6
24-Dec-22,24/12/2022,Deceased,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Dec-22,25/12/2022,Recovered,190,0,0,0,0,0,0,0,0,22,0,1,1,2,0,0,42,77,0,0,0,20,0,0,0,0,0,0,0,4,0,6,4,0,6,0,5
25-Dec-22,25/12/2022,Deceased,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Dec-22,25/12/2022,Confirmed,196,0,1,0,0,0,1,1,0,9,0,3,4,2,0,0,22,66,0,0,0,32,0,0,0,0,0,0,9,10,0,10,9,0,8,0,9
26-Dec-22,26/12/2022,Recovered,163,0,0,0,0,0,0,0,0,5,1,2,5,1,4,0,15,79,1,0,0,9,0,0,0,0,12,0,0,9,0,5,6,0,3,1,5
26-Dec-22,26/12/2022,Deceased,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-Dec-22,26/12/2022,Confirmed,157,0,0,0,0,2,1,0,0,7,2,7,4,2,3,2,23,54,2,0,0,15,0,0,0,0,4,0,1,3,0,9,12,0,0,1,3
27-Dec-22,27/12/2022,Confirmed,188,1,0,0,0,12,1,0,0,16,3,3,3,2,5,1,33,39,0,0,0,26,0,1,0,0,4,0,9,1,0,10,5,0,0,5,8
27-Dec-22,27/12/2022,Deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-Dec-22,27/12/2022,Recovered,141,0,0,0,0,0,0,0,0,3,1,4,6,5,1,0,14,52,0,0,0,15,0,0,0,0,8,1,3,1,0,6,5,0,4,6,6
28-Dec-22,28/12/2022,Deceased,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Dec-22,28/12/2022,Recovered,182,0,1,0,0,0,0,2,0,17,2,4,4,6,1,0,12,67,0,0,0,36,0,0,0,0,4,0,1,2,0,6,6,0,6,1,4
28-Dec-22,28/12/2022,Confirmed,268,0,0,0,0,0,2,0,0,13,9,6,5,1,0,0,39,99,0,0,0,36,0,0,0,0,6,3,1230,7,0,11,12,0,2,2,9
29-Dec-22,29/12/2022,Confirmed,243,4,0,0,0,8,0,3,0,11,3,7,4,2,6,1,56,59,0,0,0,27,0,0,0,0,6,2,-1223,8,0,13,6,0,5,5,6
29-Dec-22,29/12/2022,Recovered,185,0,0,0,0,0,1,2,0,11,8,3,7,6,1,1,24,56,0,0,0,22,0,0,0,0,5,0,3,5,0,5,8,0,4,7,6
29-Dec-22,29/12/2022,Deceased,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Dec-22,30/12/2022,Recovered,179,0,1,0,0,0,0,3,0,14,2,3,2,4,1,1,28,41,0,0,0,14,0,0,0,0,3,2,8,21,0,8,12,0,4,3,4
30-Dec-22,30/12/2022,Deceased,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Dec-22,30/12/2022,Confirmed,226,0,2,0,0,1,1,2,0,9,1,5,5,1,1,0,45,81,0,0,1,18,0,0,0,0,5,2,4,3,0,14,9,0,6,5,5
31-Dec-22,31/12/2022,Confirmed,265,1,0,0,0,6,1,4,0,14,0,4,3,5,2,0,46,83,0,0,0,30,0,0,0,0,1,4,1229,15,0,15,11,0,7,5,3
31-Dec-22,31/12/2022,Recovered,1209,0,0,0,0,2,0,0,0,5,0,8,3,3,0,0,1027,59,0,0,0,38,0,0,0,0,2,0,7,20,1,7,13,0,6,1,4
31-Dec-22,31/12/2022,Deceased,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-Jan-23,01/01/2023,Recovered,207,0,1,0,0,11,1,1,0,8,3,3,3,3,5,0,50,58,3,0,0,19,0,0,0,0,5,0,9,0,0,10,9,0,3,0,5
01-Jan-23,01/01/2023,Deceased,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01-Jan-23,01/01/2023,Confirmed,173,0,0,0,0,1,1,0,0,11,1,3,4,0,1,0,34,52,0,0,0,16,1,0,0,0,0,5,4,11,0,14,7,0,2,3,2
02-Jan-23,02/01/2023,Deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-Jan-23,02/01/2023,Recovered,222,0,1,0,0,2,1,0,0,14,2,9,4,2,3,0,48,55,0,0,1,10,0,0,0,0,2,0,11,31,0,9,12,0,1,0,4
02-Jan-23,02/01/2023,Confirmed,134,0,0,0,0,2,0,0,0,4,1,2,2,3,6,0,17,46,0,0,1,8,0,0,0,0,2,0,-1218,0,0,12,14,0,3,1,4
03-Jan-23,03/01/2023,Confirmed,175,0,2,1,0,3,0,1,0,7,1,8,3,2,1,1,19,43,0,0,0,22,1,1,0,0,1,5,3,15,0,10,8,0,2,7,8
03-Jan-23,03/01/2023,Recovered,187,1,0,0,0,4,1,0,0,5,3,5,3,1,1,0,6,59,0,0,0,45,0,1,0,0,3,2,8,3,0,10,5,0,7,9,5
03-Jan-23,03/01/2023,Deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-Jan-23,04/01/2023,Recovered,201,0,0,0,0,5,2,0,0,10,6,5,5,7,4,1,33,68,0,0,0,12,0,0,0,0,0,1,7,2,0,11,12,0,2,4,4
04-Jan-23,04/01/2023,Deceased,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-Jan-23,04/01/2023,Confirmed,188,0,0,0,0,2,2,0,0,6,0,3,5,5,0,0,34,58,1,0,0,16,0,0,0,0,2,5,5,9,0,12,5,0,4,7,7
05-Jan-23,05/01/2023,Deceased,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
05-Jan-23,05/01/2023,Recovered,275,0,0,0,0,2,0,3,0,7,3,6,5,3,2,0,98,62,0,0,1,30,0,0,0,0,2,3,0,7,0,13,6,0,11,6,5
05-Jan-23,05/01/2023,Confirmed,228,0,0,0,0,2,0,0,0,7,2,5,5,7,5,1,50,68,1,0,2,23,0,0,0,0,0,10,3,11,0,9,8,0,2,4,3
06-Jan-23,06/01/2023,Recovered,204,4,2,0,0,3,1,1,0,15,1,4,1,2,3,0,21,52,0,0,2,30,0,0,0,0,3,4,6,7,0,14,9,0,14,0,5
06-Jan-23,06/01/2023,Confirmed,214,0,2,0,0,0,0,1,0,8,3,4,3,3,2,0,38,65,1,0,1,32,0,0,0,0,4,5,6,11,0,7,9,0,5,1,3
06-Jan-23,06/01/2023,Deceased,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
07-Jan-23,07/01/2023,Deceased,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-Jan-23,07/01/2023,Confirmed,163,0,2,0,0,0,0,0,0,8,3,5,4,4,3,0,26,51,0,0,1,11,0,0,0,0,4,5,8,7,0,7,3,0,4,4,3
07-Jan-23,07/01/2023,Recovered,247,1,0,0,0,0,1,5,0,7,0,7,3,3,0,1,69,99,0,0,0,8,0,0,0,0,0,1,1,3,0,15,11,0,2,4,6
08-Jan-23,08/01/2023,Confirmed,170,0,2,0,0,0,1,0,0,8,0,3,2,0,0,1,40,52,0,0,7,20,0,0,0,0,0,5,2,5,0,8,7,0,0,1,6
08-Jan-23,08/01/2023,Recovered,221,0,0,0,0,4,1,0,0,8,1,3,4,0,1,0,52,54,0,0,6,32,1,0,0,0,0,5,3,16,0,14,7,0,5,0,4
08-Jan-23,08/01/2023,Deceased,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-Jan-23,09/01/2023,Recovered,172,0,0,0,0,3,0,0,0,10,1,4,3,1,3,0,38,49,0,0,0,7,0,1,0,0,2,2,3,10,0,12,14,0,2,2,5
09-Jan-23,09/01/2023,Deceased,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-Jan-23,09/01/2023,Confirmed,121,0,0,0,0,0,1,0,0,8,3,2,1,3,2,0,19,26,1,0,0,9,0,1,0,0,2,5,1233,2,1,6,15,0,2,0,3
10-Jan-23,10/01/2023,Recovered,148,0,1,1,0,0,0,1,0,3,1,6,1,2,3,1,30,42,0,0,1,5,1,0,0,0,3,5,3,0,0,10,8,0,6,7,7
10-Jan-23,10/01/2023,Deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Jan-23,10/01/2023,Confirmed,171,0,0,0,0,0,0,0,0,6,2,2,1,5,3,0,36,38,0,0,0,24,0,0,0,0,4,21,-1219,2,1,8,4,0,1,1,7
11-Jan-23,11/01/2023,Recovered,229,0,0,0,0,0,2,0,0,8,0,6,3,6,3,0,61,61,1,0,1,22,0,0,0,0,0,4,8,15,0,12,5,0,4,2,5
11-Jan-23,11/01/2023,Deceased,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Jan-23,11/01/2023,Confirmed,197,0,0,0,0,0,1,0,0,3,2,0,4,2,0,0,45,73,0,0,1,21,0,0,0,0,4,7,5,2,0,8,10,0,3,1,5
12-Jan-23,12/01/2023,Confirmed,174,0,1,0,0,0,0,0,0,5,4,3,2,2,0,0,48,48,0,0,0,18,0,0,0,0,2,10,3,3,0,9,5,0,0,4,7
12-Jan-23,12/01/2023,Deceased,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-Jan-23,12/01/2023,Recovered,224,0,0,0,0,0,0,0,0,1,2,7,3,5,3,0,54,61,1,0,2,23,0,0,0,0,7,9,3,9,0,9,8,0,1,11,5
13-Jan-23,13/01/2023,Deceased,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Jan-23,13/01/2023,Confirmed,179,0,0,0,0,0,0,6,0,6,1,2,1,4,0,0,34,52,0,0,0,32,0,0,0,0,3,6,9,3,0,10,3,0,4,1,2
13-Jan-23,13/01/2023,Recovered,208,0,1,0,0,2,0,1,0,3,3,3,2,4,0,0,60,50,1,0,1,28,0,0,0,0,0,5,5,11,0,7,9,0,4,2,6
14-Jan-23,14/01/2023,Recovered,182,0,0,0,0,0,0,0,0,3,3,2,4,2,5,0,39,63,0,0,1,11,0,0,0,0,3,5,10,15,0,7,3,0,1,0,5
14-Jan-23,14/01/2023,Deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-Jan-23,14/01/2023,Confirmed,104,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,23,31,0,0,0,9,0,1,0,0,1,13,1226,1,0,8,1,0,0,0,10
15-Jan-23,15/01/2023,Recovered,144,0,0,0,0,0,1,0,0,8,0,3,1,1,0,2,9,51,0,0,0,13,0,0,0,0,6,9,2,15,0,8,7,0,1,0,7
15-Jan-23,15/01/2023,Deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Jan-23,15/01/2023,Confirmed,114,0,0,0,0,0,2,1,0,1,1,0,1,0,2,0,9,46,1,0,2,11,0,0,0,0,1,18,-1223,0,0,8,3,0,1,0,5
16-Jan-23,16/01/2023,Deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Jan-23,16/01/2023,Confirmed,79,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,24,32,0,0,0,10,0,0,0,0,1,0,-4,1,0,7,1,0,0,0,1
16-Jan-23,16/01/2023,Recovered,163,0,0,0,0,0,1,0,0,9,3,1,1,2,3,0,47,35,1,0,1,15,0,1,0,0,4,3,0,2,0,6,15,0,0,7,6
17-Jan-23,17/01/2023,Confirmed,138,0,0,0,0,0,0,2,0,11,3,6,3,4,1,0,17,23,0,0,3,33,0,0,0,0,1,0,12,0,0,5,3,0,2,2,7
17-Jan-23,17/01/2023,Deceased,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-Jan-23,17/01/2023,Recovered,173,0,4,0,0,0,0,0,0,1,2,1,1,2,0,0,36,40,0,0,0,29,0,0,0,0,6,19,12,1,0,8,4,0,4,0,3
18-Jan-23,18/01/2023,Recovered,170,0,0,0,0,0,1,0,0,9,3,1,2,5,1,0,23,56,0,0,1,24,0,0,0,0,0,7,4,1,2,8,10,0,6,2,4
18-Jan-23,18/01/2023,Confirmed,134,0,0,0,0,0,2,2,0,2,0,2,2,4,3,0,24,60,0,0,1,14,0,0,0,0,3,0,4,0,0,6,3,0,1,0,1
18-Jan-23,18/01/2023,Deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-Jan-23,19/01/2023,Deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-Jan-23,19/01/2023,Recovered,161,0,1,0,0,0,0,0,0,4,4,3,2,4,1,0,25,59,0,0,0,19,0,0,0,0,5,10,3,0,0,9,5,0,0,3,4
19-Jan-23,19/01/2023,Confirmed,145,0,1,0,0,0,0,0,0,4,2,4,1,1,0,0,37,34,2,0,0,17,0,0,0,0,4,14,6,0,0,5,3,0,1,3,6
20-Jan-23,20/01/2023,Recovered,135,0,0,0,0,0,0,6,0,5,1,3,2,0,0,0,15,48,0,0,0,24,0,1,0,0,5,6,1,0,0,10,3,0,0,0,5
20-Jan-23,20/01/2023,Deceased,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20-Jan-23,20/01/2023,Confirmed,131,0,0,0,0,0,0,1,0,7,0,8,2,0,0,0,29,33,0,0,0,14,0,0,0,0,1,11,9,1,0,4,5,0,1,0,5
21-Jan-23,21/01/2023,Recovered,117,0,2,0,0,0,0,0,0,5,0,0,4,2,0,0,18,38,0,0,0,17,0,0,0,0,0,13,3,0,0,8,1,0,0,1,5
21-Jan-23,21/01/2023,Confirmed,140,0,1,0,0,0,0,0,0,6,1,4,2,1,2,0,34,27,0,0,0,22,0,1,0,0,0,5,12,0,0,5,5,0,1,6,5
21-Jan-23,21/01/2023,Deceased,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22-Jan-23,22/01/2023,Confirmed,94,0,0,0,0,0,0,0,0,4,0,1,1,0,2,0,14,25,0,0,0,16,0,0,0,0,0,0,17,2,0,4,2,0,1,0,5
22-Jan-23,22/01/2023,Recovered,118,0,0,0,0,0,2,1,0,7,1,0,1,0,0,0,9,36,0,0,2,12,0,0,0,0,6,18,6,2,0,8,3,0,0,0,4
22-Jan-23,22/01/2023,Deceased,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23-Jan-23,23/01/2023,Confirmed,89,0,1,0,0,4,0,1,0,4,0,1,1,1,1,0,25,22,0,0,0,6,0,0,0,0,3,1,2,3,0,7,4,0,1,0,1
23-Jan-23,23/01/2023,Recovered,90,0,0,0,0,0,0,1,0,1,3,0,2,0,0,0,13,34,0,0,0,13,0,0,0,0,0,0,9,1,0,7,1,0,1,0,4
23-Jan-23,23/01/2023,Deceased,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24-Jan-23,24/01/2023,Recovered,111,0,0,0,0,0,0,2,0,0,3,5,1,4,2,0,27,36,0,0,0,15,0,0,0,0,3,0,1,0,0,5,3,0,1,0,3
24-Jan-23,24/01/2023,Confirmed,102,0,1,0,0,3,0,1,0,5,2,3,1,0,0,0,29,20,0,0,0,8,0,0,0,0,9,2,2,0,0,10,2,0,0,2,2
