Date_YMD,AN_Confirmed,AN_Deceased,AN_Recovered,AP_Confirmed,AP_Deceased,AP_Recovered,AR_Confirmed,AR_Deceased,AR_Recovered,AS_Confirmed,AS_Deceased,AS_Recovered,BR_Confirmed,BR_Deceased,BR_Recovered,CH_Confirmed,CH_Deceased,CH_Recovered,CT_Confirmed,CT_Deceased,CT_Recovered,DL_Confirmed,DL_Deceased,DL_Recovered,DN_Confirmed,DN_Deceased,DN_Recovered,GA_Confirmed,GA_Deceased,GA_Recovered,GJ_Confirmed,GJ_Deceased,GJ_Recovered,HP_Confirmed,HP_Deceased,HP_Recovered,HR_Confirmed,HR_Deceased,HR_Recovered,JH_Confirmed,JH_Deceased,JH_Recovered,JK_Confirmed,JK_Deceased,JK_Recovered,KA_Confirmed,KA_Deceased,KA_Recovered,KL_Confirmed,KL_Deceased,KL_Recovered,LA_Confirmed,LA_Deceased,LA_Recovered,LD_Confirmed,LD_Deceased,LD_Recovered,MH_Confirmed,MH_Deceased,MH_Recovered,ML_Confirmed,ML_Deceased,ML_Recovered,MN_Confirmed,MN_Deceased,MN_Recovered,MP_Confirmed,MP_Deceased,MP_Recovered,MZ_Confirmed,MZ_Deceased,MZ_Recovered,NL_Confirmed,NL_Deceased,NL_Recovered,OR_Confirmed,OR_Deceased,OR_Recovered,PB_Confirmed,PB_Deceased,PB_Recovered,PY_Confirmed,PY_Deceased,PY_Recovered,RJ_Confirmed,RJ_Deceased,RJ_Recovered,SK_Confirmed,SK_Deceased,SK_Recovered,TG_Confirmed,TG_Deceased,TG_Recovered,TN_Confirmed,TN_Deceased,TN_Recovered,TR_Confirmed,TR_Deceased,TR_Recovered,TT_Confirmed,TT_Deceased,TT_Recovered,UP_Confirmed,UP_Deceased,UP_Recovered,UT_Confirmed,UT_Deceased,UT_Recovered,WB_Confirmed,WB_Deceased,WB_Recovered
22/07/2022,7,0,10,440,0,418,80,0,48,800,2,615,345,2,417,127,0,80,627,1,444,712,1,593,0,0,2,105,1,143,884,3,770,752,0,414,428,0,451,218,2,156,531,0,197,1562,0,1107,2477,32,3319,17,0,13,0,0,0,2515,6,2449,96,2,30,79,0,62,219,1,217,147,1,153,20,0,12,1178,0,1029,432,0,0,189,1,215,263,0,270,276,1,84,739,0,662,2033,1,2383,216,0,240,21411,67,20726,459,3,362,201,0,103,2237,7,3258
22/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,3,0,5,0,0,0,0,0,0,7,0,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,7,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,8,0,6,40,0,56,0,0,0,0,0,0,10,0,11
22/08/2020,61,0,109,10276,97,8593,97,0,103,1560,7,2045,2238,13,3531,145,0,45,704,10,372,1412,14,1230,40,0,50,306,5,479,1212,14,980,167,4,107,1161,12,600,907,13,814,610,15,593,7330,93,7626,2172,15,1292,77,2,20,0,0,0,14492,297,9241,93,1,20,83,2,194,1226,21,872,8,0,1,16,1,92,2819,9,1773,1316,45,409,518,8,373,1310,11,1648,45,0,37,2474,7,1768,5980,80,5603,280,1,410,70067,918,59101,5217,70,4638,483,3,345,3232,48,3088
22/08/2021,0,0,1,1085,8,1541,49,2,169,336,10,539,20,0,26,3004,0,3007,27,1,60,24,0,56,0,0,0,76,1,91,15,0,17,114,6,310,16,1,14,5,0,41,107,1,100,1189,22,1456,10402,66,25586,0,0,7,1,0,3,4141,145,4780,317,9,382,285,4,426,5,1,6,576,4,872,35,1,52,853,69,1078,41,0,46,60,0,121,5,0,20,70,1,116,231,2,453,1630,23,1827,109,0,145,25420,385,44103,19,0,53,12,0,16,561,8,686
22/08/2022,0,0,4,33,0,106,21,0,26,116,1,182,98,2,77,28,0,55,222,1,84,625,7,1114,0,0,0,98,0,52,169,0,327,238,2,150,567,3,810,39,0,51,131,0,435,1268,6,1229,923,6,908,7,0,10,0,0,0,1183,1,1098,6,0,17,11,0,9,75,1,111,214,0,114,2,1,4,203,1,0,194,6,0,6,0,29,425,4,741,22,1,29,345,0,265,591,0,696,12,0,8,8586,48,9680,432,0,441,87,1,51,195,4,447
22/08/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,1,0,0,0,26,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,2,0,0,0,56,0,51,0,0,0,0,0,0,19,0,18
22/09/2020,18,0,10,7553,51,10555,249,1,135,2073,8,1817,1609,3,1232,248,4,383,2736,28,2437,3816,37,3097,11,0,30,590,8,736,1402,16,1321,331,5,655,1795,29,2892,1275,15,1484,1235,18,1619,6974,83,9073,4125,19,3007,55,0,74,0,0,0,18390,392,20206,58,2,179,270,1,49,2544,28,2412,106,0,11,60,0,40,4189,11,3834,1411,66,1718,493,6,389,1912,15,1528,66,0,23,2166,10,2143,5337,76,5406,559,3,419,83362,1085,89657,5650,77,6589,874,11,1107,3182,62,3047
22/09/2021,8,0,5,1365,8,1466,51,0,21,407,4,604,11,0,11,6,1,5,26,0,23,30,0,19,0,0,0,102,0,38,20,0,20,212,4,100,16,1,11,7,0,9,204,0,118,847,20,946,19675,142,19702,7,0,3,1,0,0,3608,48,4285,166,4,172,171,1,130,12,0,12,1355,3,1015,31,1,35,734,4,445,42,0,26,117,2,92,7,0,8,60,1,41,258,1,249,1682,21,1627,51,0,44,32010,280,31997,15,1,12,23,0,16,683,13,687
22/09/2022,17,0,2,45,0,45,6,0,4,0,0,0,50,0,70,2,0,8,73,1,95,77,0,120,0,0,0,41,1,72,124,1,170,26,0,39,63,1,72,20,0,15,26,0,25,359,0,499,2300,8,2645,4,1,3,0,0,0,550,3,740,7,0,6,4,0,2,28,0,33,37,0,35,2,0,5,252,0,501,37,0,48,86,1,97,70,0,177,11,0,41,109,0,114,522,1,447,3,0,0,5383,20,6424,68,0,94,27,1,10,337,1,190
22/10/2020,16,1,24,3620,16,3723,165,1,208,508,7,1584,1058,7,985,51,3,82,2491,52,2996,3882,35,2727,6,0,1,247,7,348,1136,7,1201,223,5,238,1128,14,1292,549,8,625,584,10,710,5778,74,13217,7482,23,7593,31,0,37,0,0,0,7539,198,16177,99,1,307,345,3,196,1045,14,1271,31,0,1,157,0,39,1913,15,2128,605,12,935,210,2,195,1822,12,2654,50,0,48,1456,5,1717,3077,45,4314,125,2,239,54371,686,74569,2383,35,2581,402,8,568,4157,64,3608
22/10/2021,0,0,1,478,6,574,10,0,9,315,2,209,3,0,3,5,0,3,26,0,18,38,1,8,0,0,0,54,0,72,25,0,16,174,2,141,8,0,17,36,0,19,108,0,52,378,11,464,9361,563,9401,0,0,3,0,0,0,1632,40,1744,59,2,94,56,2,494,8,0,16,737,0,1143,19,1,21,467,3,603,28,0,24,57,1,56,1,0,5,23,0,24,193,1,196,1152,19,1392,18,0,8,16327,666,17636,0,0,0,12,0,14,846,12,792
22/11/2020,10,0,12,1121,11,1631,24,0,35,86,1,175,385,5,606,80,2,119,1748,19,995,6746,121,6154,4,0,4,78,2,167,1495,13,1167,627,19,644,2279,25,2235,137,5,273,564,5,579,1704,13,1537,5254,27,6227,73,2,55,0,0,0,5753,50,4060,70,2,99,382,3,205,1798,13,1212,40,0,48,103,2,66,638,15,905,679,19,497,45,0,88,3260,17,2004,31,3,41,873,4,1296,1655,19,2010,48,0,95,44404,510,41405,2557,35,2187,466,9,251,3591,49,3726
22/11/2021,0,0,0,127,2,184,4,0,8,192,5,232,3,0,2,4,0,2,35,0,26,26,0,38,0,0,0,16,0,20,25,0,26,110,3,142,21,0,23,14,0,14,160,1,195,178,2,373,3698,180,7515,22,0,34,9,0,0,656,8,768,28,0,12,39,0,43,13,0,7,423,0,454,10,1,7,171,1,245,22,2,37,17,0,36,22,0,10,2,0,9,137,2,172,750,13,843,9,1,14,7579,236,12202,12,0,10,9,1,25,615,14,676
22/11/2022,0,0,0,1,0,2,0,0,0,0,0,0,3,0,5,1,0,0,2,0,6,9,0,9,0,0,0,7,0,6,14,0,24,4,0,1,6,1,17,7,0,1,1,0,3,43,0,35,95,4,91,3,0,0,0,0,0,67,0,143,0,0,0,1,0,0,0,0,7,2,0,5,0,0,0,6,0,7,5,0,3,2,0,9,11,0,13,0,0,1,14,0,25,39,0,69,0,0,0,360,5,518,8,0,11,2,0,2,7,0,23
22/12/2020,5,0,9,402,4,412,5,0,10,75,4,113,497,4,577,56,2,79,1380,13,1548,939,25,1434,1,0,0,96,2,88,988,7,1209,332,4,423,534,10,662,209,3,246,308,6,281,1141,13,1136,6049,27,5057,10,0,49,0,0,0,3106,75,4122,41,0,43,39,0,149,1005,12,1053,9,0,13,8,3,50,319,4,388,287,18,624,49,2,19,807,8,1159,34,0,16,617,3,635,1052,17,1139,13,0,34,23880,329,27032,1203,12,1330,611,13,655,1653,38,2270
22/12/2021,0,0,0,103,2,175,1,0,1,119,2,130,17,0,8,5,0,10,33,0,44,125,0,58,0,0,0,43,3,36,91,2,41,65,1,53,55,0,14,51,0,20,125,1,143,321,4,253,3205,383,3012,10,0,16,1,0,0,1201,8,953,5,0,15,8,3,22,19,1,25,241,2,238,1,0,1,183,1,174,50,2,36,21,0,5,19,0,18,4,1,3,182,1,196,604,8,695,7,1,5,7495,434,6960,19,0,14,27,0,11,534,8,535
22/12/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,10,1,4,0,0,0,0,0,1,6,0,2,6,0,1,2,0,1,0,0,0,2,0,0,16,0,18,51,6,65,0,0,0,0,0,0,20,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,1226,0,1,0,0,0,10,0,4,0,0,0,8,0,4,5,0,7,0,0,0,163,9,176,0,0,36,2,0,3,9,0,3
23/01/2021,1,0,0,158,1,172,1,0,1,19,0,94,149,4,203,22,1,31,377,8,637,197,10,367,0,0,0,85,3,63,423,1,702,27,1,73,136,4,158,78,1,177,94,1,88,902,3,542,6960,23,5283,2,0,8,7,0,0,2697,56,3694,4,0,10,17,0,18,291,6,454,0,0,2,4,0,4,130,1,205,211,10,232,36,1,27,203,2,472,5,1,10,221,2,431,586,2,673,2,0,3,14896,156,16033,319,4,513,122,0,212,410,10,474
23/01/2022,89,0,50,14440,4,3969,242,0,198,2277,13,6118,2768,2,4496,808,2,1356,3841,11,3021,9197,34,13510,26,0,44,1582,8,3232,16617,19,11636,755,2,1227,7516,12,7683,1269,8,3423,6253,7,2493,50210,19,22842,45449,77,27961,159,0,179,28,0,22,40805,44,27377,318,1,198,411,3,134,11253,8,5497,495,0,872,107,0,64,8520,6,10841,5598,30,7660,1897,5,1264,14112,19,9884,216,1,340,3603,1,2707,30580,40,24283,262,4,656,306064,439,243495,13654,18,16521,3727,5,1319,6980,36,20418
23/01/2023,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,4,0,1,0,0,0,0,0,3,1,0,0,1,0,0,1,0,2,0,0,0,1,0,0,25,0,13,22,1,34,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,9,1,0,0,3,1,1,0,0,0,4,0,1,7,0,7,0,0,0,89,2,90,1,0,1,0,0,0,1,0,4
23/02/2021,1,0,0,70,1,84,0,0,1,21,0,20,59,1,71,37,0,15,274,3,292,145,2,130,0,0,0,57,1,41,348,0,294,20,0,29,131,0,97,50,0,51,94,1,62,383,4,378,4034,14,4823,9,0,1,21,0,21,6218,51,5869,1,0,3,3,0,16,246,1,200,1,0,0,0,0,0,62,0,77,414,10,276,28,2,21,76,0,87,0,0,2,0,0,0,442,6,453,4,0,0,13682,103,13969,190,3,289,54,1,38,189,2,228
23/02/2022,3,0,8,253,2,635,31,0,38,25,2,95,53,0,129,25,1,56,219,0,526,583,3,603,0,0,0,44,2,118,305,5,839,190,7,141,508,8,654,47,0,101,100,1,182,667,21,1674,5023,188,11077,26,0,47,3,0,7,1151,23,2594,25,0,66,50,0,81,690,2,1231,964,2,1473,9,1,29,342,9,797,160,3,286,12,0,72,769,3,1517,8,0,24,348,0,429,618,4,2153,4,0,9,14148,302,30009,465,7,1058,156,1,206,272,7,1054
23/02/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,10,0,0,0,3,0,1,2,0,0,5,0,3,0,0,0,0,0,0,1,0,1,49,1,38,44,0,47,0,0,0,0,0,0,22,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,8,3,0,5,0,0,0,0,0,0,12,0,6,12,0,6,0,0,0,169,1,152,0,0,2,0,0,2,2,0,3
23/03/2020,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,1,1,0,7,0,11,0,0,0,0,0,0,7,0,1,28,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,6,0,0,3,0,0,0,0,0,102,2,12,2,0,0,1,0,0,0,1,0
23/03/2021,0,0,3,492,2,256,0,0,0,52,1,27,111,2,46,214,1,126,1910,20,604,1101,4,620,7,0,2,133,3,58,1730,4,1255,157,4,84,895,3,441,130,1,71,157,2,81,2010,5,677,1985,10,2172,9,0,2,6,0,11,28699,132,13165,1,0,5,13,0,2,1502,4,798,3,0,2,0,0,0,113,0,60,2254,53,1426,87,1,18,480,4,220,2,0,9,412,3,216,1437,9,902,6,1,1,47239,277,23913,633,4,181,94,2,52,404,2,320
23/03/2022,0,0,1,31,0,66,0,0,1,0,0,1,7,0,10,2,0,4,30,0,30,132,0,130,0,0,0,7,0,9,16,0,25,29,0,30,85,0,79,9,0,33,26,0,13,93,1,128,702,61,903,2,0,2,0,0,0,149,2,222,8,1,7,6,0,8,26,0,40,191,0,265,0,0,2,60,0,97,18,0,40,1,0,2,55,0,69,3,1,3,72,0,50,44,0,74,0,0,0,1938,67,2531,61,0,80,14,1,20,59,0,87
23/03/2023,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,5,0,3,2,0,0,117,0,63,0,0,0,16,0,11,262,1,146,73,0,20,25,0,23,2,0,1,8,0,6,111,1,137,210,0,129,0,0,1,0,0,0,198,0,229,1,0,0,0,0,0,15,0,3,0,0,0,0,0,0,70,0,3,18,0,12,5,0,17,21,0,0,1,0,0,20,0,27,86,0,49,0,0,0,1249,2,925,26,0,18,4,0,21,4,0,3
23/04/2020,4,0,0,80,3,21,0,0,0,1,0,0,27,0,2,0,0,0,0,0,2,128,2,84,0,0,0,0,0,0,217,9,79,1,0,2,6,0,12,7,1,4,27,0,0,18,0,14,10,0,8,0,0,2,0,0,0,778,14,51,0,0,0,0,0,0,100,3,51,0,0,0,0,0,0,6,0,1,5,1,13,0,0,0,76,1,107,0,0,0,27,1,58,54,2,90,0,0,1,1667,40,642,61,3,33,1,0,1,33,0,6
23/04/2021,42,0,49,11766,38,4441,134,0,61,2384,12,348,12672,54,6067,828,3,476,17397,219,15254,24331,348,23572,236,0,109,1420,12,596,13804,142,5618,1189,26,772,11854,60,6334,5741,63,3205,1937,19,1019,26962,190,8697,28447,27,5663,152,0,159,134,0,17,66836,773,74045,143,0,38,104,0,27,13590,74,10833,62,0,5,89,0,1,6215,8,2452,6728,75,3294,792,2,383,15398,64,5197,67,0,14,6206,29,3052,13776,78,8078,40,0,46,345296,2620,220545,36605,196,22566,4339,49,1179,12876,59,6878
23/04/2022,1,0,0,2,0,2,0,0,0,1,0,0,4,0,3,7,0,3,5,0,0,1094,2,640,0,0,0,2,0,3,8,0,3,7,0,10,334,0,274,5,1,6,3,0,8,139,0,55,300,38,217,0,0,0,0,0,0,194,1,141,1,0,2,5,0,4,21,0,13,77,0,87,0,0,0,1,0,28,15,0,7,0,0,0,18,0,16,0,0,1,31,0,19,53,0,29,0,0,0,2593,44,1755,225,1,146,9,0,3,31,1,35
23/04/2023,0,0,0,47,0,50,0,0,0,0,0,0,133,0,136,20,0,38,133,1,133,948,2,1639,0,0,0,18,0,79,227,0,265,42,0,266,596,0,863,11,0,21,22,0,108,217,1,58,1829,8,2287,1,0,0,0,0,0,545,2,655,0,0,1,0,0,3,65,0,57,4,0,0,0,0,0,382,0,276,-66,0,0,12,0,72,401,0,431,0,0,5,51,0,30,509,1,513,1,0,1,6904,16,9011,565,0,864,36,0,84,155,1,76
23/05/2020,0,0,0,47,1,48,0,0,0,121,0,2,228,0,24,6,0,1,42,0,2,591,23,370,1,0,0,1,0,0,396,27,289,17,0,2,64,0,44,27,0,5,80,1,54,216,1,11,62,0,3,3,0,0,0,0,0,2608,60,821,0,0,0,3,0,0,201,9,178,0,0,0,0,0,0,80,0,61,16,0,23,0,0,0,248,7,106,1,0,0,52,1,25,759,5,363,16,0,0,6663,142,2576,282,3,82,91,0,2,127,4,60
23/05/2021,24,2,32,18767,104,20109,226,3,260,3563,72,5785,4002,107,8111,360,10,741,3306,92,7980,1649,189,5158,30,0,62,1621,42,2545,3794,53,8734,1309,59,4059,4400,97,9480,1345,37,4375,3308,51,4956,25979,624,35573,25820,188,37316,130,2,122,193,0,141,26672,1320,29177,803,22,553,767,14,609,3375,75,7587,214,2,103,223,14,137,12852,28,11627,5021,192,8527,1448,34,1903,6521,113,16520,324,3,198,2242,19,4693,35483,422,25196,876,6,196,222834,4454,302253,4715,231,14086,3050,71,6173,18422,156,19429
23/05/2022,0,0,0,2,0,7,0,0,0,0,0,0,6,0,3,4,0,1,9,0,2,268,0,421,0,0,0,13,0,10,24,0,30,2,0,7,161,0,219,5,0,5,5,0,5,107,0,110,482,31,353,0,0,0,0,0,0,208,0,133,0,0,0,0,0,0,32,0,22,45,0,24,0,0,0,7,0,13,14,0,19,2,0,1,52,0,24,0,0,0,27,0,52,35,0,32,0,0,0,1675,31,1635,122,0,88,12,0,22,31,0,32
23/05/2023,0,0,0,0,0,2,4,0,1,0,0,0,9,0,27,2,0,3,27,0,58,12,0,30,0,0,0,14,0,41,8,0,12,20,0,37,8,0,16,1,0,0,6,0,9,22,0,32,185,3,347,2,0,0,0,0,0,39,1,70,4,0,0,0,0,0,0,0,3,11,0,31,1,0,2,41,0,69,10,0,19,4,0,5,8,0,15,1,0,7,11,0,13,13,0,16,8,1,8,552,6,1059,46,0,53,2,0,12,33,1,121
23/06/2020,2,0,3,462,8,157,10,0,16,203,0,197,157,2,260,7,0,0,83,0,40,3947,68,2711,9,0,0,45,1,53,549,26,604,48,0,3,495,9,582,53,0,51,148,2,111,322,8,274,141,1,60,85,0,12,0,0,0,3214,248,1925,1,0,4,23,0,8,183,4,120,0,0,7,50,0,0,167,3,125,162,4,222,19,1,16,395,9,303,1,0,0,879,3,219,2516,39,1227,23,0,25,15656,468,10462,571,19,515,133,2,81,370,11,531
23/06/2021,13,0,15,4684,36,7324,252,0,233,2728,30,3802,298,6,398,53,1,63,421,5,813,588,7,702,3,0,4,240,5,390,138,3,487,258,8,234,174,19,195,139,2,190,444,4,839,4436,123,6455,12787,150,13683,10,0,32,55,0,31,10066,508,11032,482,9,434,629,9,543,84,21,275,419,1,196,103,0,277,3456,46,4052,509,35,801,263,4,415,155,1,364,131,0,171,1114,12,1280,6596,166,10432,395,4,554,54309,1323,69187,112,54,302,149,16,152,1925,38,2017
23/06/2022,6,0,5,87,0,50,0,0,0,34,0,10,116,0,34,65,0,35,114,1,66,1934,0,1233,13,0,5,151,0,112,416,0,230,47,1,27,872,0,671,36,0,10,38,0,27,858,1,682,3890,7,3172,5,0,2,1,0,0,5218,1,4989,0,0,8,1,0,0,68,0,65,12,0,16,1,0,0,73,0,0,113,2,80,42,0,16,135,0,97,2,0,1,494,0,126,1063,0,567,0,0,0,17336,13,13029,634,0,468,52,0,54,745,0,171
23/06/2023,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,1,1,0,0,1,1,9,0,0,0,2,0,14,1,0,3,4,0,6,1,0,3,0,0,0,1,0,1,8,0,19,21,0,40,0,0,0,0,0,0,23,1,47,0,0,1,0,0,0,1,0,1,0,0,4,0,0,0,4,0,9,1,0,2,4,0,1,2,1,6,2,0,5,7,0,3,4,0,11,5,0,7,55,1,113,1,0,4,2,0,0,9,0,32
23/07/2020,19,0,7,7998,61,5428,42,0,20,1047,4,1349,1625,4,1083,20,0,5,371,5,157,1041,26,1415,45,0,23,174,1,114,1078,28,718,109,0,31,789,6,552,482,3,206,718,9,102,5030,97,2071,1078,5,432,4,0,7,0,0,0,9895,298,6484,20,0,5,55,0,42,632,10,523,9,0,4,90,0,44,1264,6,643,438,8,100,120,3,31,886,11,451,22,0,10,1567,9,1661,6472,88,5210,206,1,39,48443,755,33326,2516,35,2303,145,3,50,2436,34,2006
23/07/2021,0,0,2,1747,14,2365,480,4,517,1621,15,1869,85,0,100,1,0,2,118,1,312,58,1,69,6,0,1,73,3,139,36,0,61,87,2,129,39,3,38,39,0,45,63,1,166,1705,30,2243,17518,132,11067,5,1,20,10,0,7,6753,167,5979,558,21,411,1284,15,1725,11,0,24,847,1,287,92,1,77,1917,69,2044,68,6,105,98,3,132,33,0,66,257,1,179,643,4,767,1830,24,2516,509,2,594,39501,542,35144,57,5,86,11,0,58,842,16,942
23/07/2022,12,0,15,373,0,415,82,0,37,736,1,136,321,2,250,135,0,88,511,1,458,738,1,575,1,0,1,121,0,91,937,1,745,670,4,441,516,0,398,157,0,153,557,2,165,1456,0,1096,2252,7,2878,24,0,14,0,0,0,2336,5,2311,95,1,27,79,0,127,262,0,183,120,0,122,8,1,9,1130,1,0,456,0,0,155,1,196,253,0,208,162,0,99,652,0,627,2014,0,2324,446,1,293,20279,36,18143,408,0,390,260,0,103,1844,7,3168
23/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,0,0,3,0,0,47,0,46,0,0,0,0,0,1,20,0,12
23/08/2020,52,1,110,7895,93,7449,40,0,69,1272,8,3259,2247,9,3082,142,4,21,704,7,537,1450,16,1250,36,0,42,209,4,453,1101,14,972,106,0,120,1096,6,809,1075,8,950,666,9,434,5938,68,4996,1908,5,1110,69,2,22,0,0,0,10441,258,8157,106,1,7,114,0,161,1263,23,991,15,0,38,51,0,128,2993,10,2129,1136,50,2226,410,8,350,1345,11,1180,22,0,0,2384,11,1851,5975,97,6047,331,2,121,61749,846,56896,5325,59,4318,558,5,459,3274,57,3048
23/08/2021,2,0,0,1002,12,1508,94,0,192,700,11,705,8,1,36,2,0,7,39,1,192,17,0,41,0,0,0,57,1,80,14,0,25,233,5,272,15,1,22,18,0,30,93,1,203,1151,10,1442,13383,90,21942,8,0,6,8,0,3,3643,105,6795,305,3,434,270,4,554,3,0,5,292,4,499,33,0,87,761,68,1032,26,1,92,42,0,93,7,0,0,26,2,99,354,3,427,1604,25,1863,45,2,197,24794,357,39553,7,0,18,22,0,24,510,7,628
23/08/2022,11,0,10,164,0,131,14,0,28,0,0,0,182,0,149,39,1,38,234,0,241,959,9,939,2,0,0,177,0,102,294,1,404,277,0,411,578,2,831,50,0,52,269,0,349,1465,2,1295,907,4,889,3,0,15,0,0,0,1910,7,1273,17,0,21,5,0,20,87,1,51,97,0,205,7,0,3,206,1,670,283,3,0,61,0,19,352,2,380,60,0,54,376,0,406,560,0,670,7,0,23,10649,36,10677,558,2,389,166,0,180,272,1,429
23/09/2020,21,0,15,7228,45,8291,289,0,125,2098,11,1762,1598,1,1490,180,10,255,2434,10,4772,3714,36,4465,18,0,9,536,8,395,1372,15,1289,280,5,446,1986,27,2571,1141,7,1532,1249,20,2796,6997,38,5460,5376,20,2951,46,1,35,0,0,0,21029,479,19476,170,2,152,96,2,221,2346,42,2138,22,0,72,67,1,18,4237,15,4052,2123,64,2117,543,8,439,1946,15,1553,35,1,14,2296,10,2062,5325,63,5363,504,2,603,86703,1123,87459,5143,87,6506,1069,17,1016,3189,61,2998
23/09/2021,1,0,4,1171,11,1207,44,0,58,371,10,555,4,1,7,1,0,5,30,0,23,48,0,26,0,0,0,80,0,54,26,0,19,161,3,203,14,0,10,16,0,14,172,0,91,836,15,852,19682,152,20510,21,0,5,0,0,2,3320,61,4050,263,1,162,194,2,136,13,0,10,1294,8,1134,37,2,22,644,7,417,21,2,39,91,0,67,3,0,7,62,1,57,247,1,315,1745,27,1624,25,1,31,31411,318,32510,11,1,20,17,0,20,746,12,754
23/09/2022,1,0,1,43,0,49,1,0,2,59,0,20,40,0,53,13,0,21,76,2,88,95,1,95,0,0,0,44,0,79,125,2,149,35,0,35,58,2,47,14,0,11,28,0,17,319,2,450,1806,19,2346,2,0,2,0,0,0,611,2,687,8,0,3,3,0,0,17,0,27,28,0,24,0,0,1,202,1,204,41,0,42,75,0,116,81,2,191,9,1,16,103,0,111,529,2,463,3,0,1,4912,38,5719,62,0,138,17,1,37,364,1,193
23/10/2020,23,1,8,3765,20,4281,68,1,206,427,4,2184,1093,8,1244,72,2,85,2450,58,3010,4086,26,3296,6,0,3,227,4,390,1112,6,1264,196,1,202,1270,17,1180,435,3,499,586,12,684,5356,51,8749,8511,26,6118,28,0,82,0,0,0,7347,184,13247,81,1,111,156,5,169,953,13,1325,18,0,9,140,0,101,1793,18,2377,464,23,580,154,2,216,1815,14,2367,43,0,55,1421,6,1221,3057,33,4262,145,5,250,53931,655,66994,2202,40,3025,288,11,518,4143,60,3676
23/10/2021,2,0,0,396,6,566,14,0,13,324,3,219,9,0,3,1,0,2,28,0,12,40,0,46,0,0,0,33,1,58,24,0,21,257,1,161,8,0,15,30,0,11,72,0,80,371,7,341,8909,464,8780,3,0,5,0,0,0,1701,33,1781,53,0,56,122,0,67,11,0,12,745,5,1258,18,1,10,441,4,482,26,0,25,53,2,48,4,0,4,26,1,13,207,2,184,1140,17,1374,7,0,14,16079,559,16509,14,0,27,16,0,13,974,12,808
23/11/2020,15,0,13,545,10,1390,31,0,64,169,1,131,412,6,480,98,3,72,2061,14,1514,4454,121,7216,4,0,3,75,0,104,1487,17,1234,454,22,785,2663,28,2567,219,3,303,351,12,608,1509,24,1645,3757,22,5425,6,1,74,0,0,0,4153,30,3729,58,0,57,250,2,356,1701,10,1120,13,0,33,75,2,38,668,17,913,711,17,731,25,0,57,3232,18,2288,14,1,61,602,3,1015,1624,17,1904,19,3,90,37441,481,42195,2053,23,2060,376,7,428,3557,47,3687
23/11/2021,0,0,0,196,1,242,4,0,2,207,2,157,5,0,1,5,0,2,39,1,17,27,0,28,1,0,0,32,0,19,36,1,25,84,1,93,17,0,15,12,0,20,179,2,195,224,5,379,4972,370,5978,20,0,12,2,0,0,766,19,929,24,0,23,50,1,40,12,1,12,400,3,656,8,0,10,212,2,255,41,1,32,38,0,41,23,0,18,0,0,0,153,1,157,741,13,808,18,1,8,9283,437,10949,2,0,12,8,2,16,720,10,741
