Updated On,State,Total Doses Administered
2021-07-24,PY,684227
2021-07-24,NL,727512
2021-07-24,KL,18464206
2021-07-24,DN,601578
2021-07-24,UP,44388727
2021-07-24,HR,10982631
2021-07-24,TN,21027753
2021-07-24,MH,41200346
2021-07-24,MP,27835437
2021-07-24,AN,279195
2021-07-24,GJ,31316732
2021-07-24,AP,19565589
2021-07-24,GA,1258741
2021-07-24,SK,626545
2021-07-24,UT,5526721
2021-07-24,AR,812464
2021-07-24,ML,1000322
2021-07-24,LD,64080
2021-07-25,PB,8494820
2021-07-25,LA,249041
2021-07-25,DL,9684216
2021-07-25,CH,752626
2021-07-25,OR,15417257
2021-07-25,TN,21134839
2021-07-25,PY,685245
2021-07-25,LD,64116
2021-07-25,KL,18594259
2021-07-25,MN,1197316
2021-07-25,AS,9733328
2021-07-25,GJ,31639048
2021-07-25,UP,44412722
2021-07-25,CG,10486913
2021-07-25,AN,279839
2021-07-25,RJ,30375699
2021-07-25,AR,815005
2021-07-25,BR,22521082
2021-07-25,JK,5861643
2021-07-25,MH,41318461
2021-07-25,ML,1000685
2021-07-25,JH,8884178
2021-07-25,DN,602615
2021-07-25,NL,730846
2021-07-25,SK,626545
2021-07-25,MP,27868363
2021-07-25,KA,28886583
2021-07-25,AP,19570886
2021-07-25,UT,5537425
2021-07-25,TR,2972645
2021-07-25,TG,14020071
2021-07-25,GA,1265385
2021-07-25,MZ,798300
2021-07-25,HR,11021435
2021-07-25,WB,27759330
2021-07-25,HP,4907764
2021-07-26,WB,28065385
2021-07-26,UT,5573723
2021-07-26,AS,9983825
2021-07-26,HR,11125623
2021-07-26,KL,18811780
2021-07-26,CH,761995
2021-07-26,DN,606626
2021-07-26,KA,29125539
2021-07-26,LD,64502
2021-07-26,GA,1276977
2021-07-26,LA,249727
2021-07-26,ML,1018011
2021-07-26,AN,282966
2021-07-26,PB,8523555
2021-07-26,JH,9026731
2021-07-26,MH,41768947
2021-07-26,DL,9741598
2021-07-26,AP,20753512
2021-07-26,RJ,30600816
2021-07-26,SK,630016
2021-07-26,CG,10562418
2021-07-26,NL,739944
2021-07-26,OR,15617944
2021-07-26,HP,4965278
2021-07-26,MN,1225903
2021-07-26,TG,14167136
2021-07-26,UP,45228929
2021-07-26,MP,29006804
2021-07-26,GJ,31813064
2021-07-26,TR,2999864
2021-07-26,TN,21430837
2021-07-26,PY,690732
2021-07-26,MZ,803772
2021-07-26,JK,5921876
2021-07-26,AR,822087
2021-07-26,BR,22873038
2021-07-27,RJ,30844855
2021-07-27,AP,20928087
2021-07-27,PY,694875
2021-07-27,PB,8542425
2021-07-27,WB,28332814
2021-07-27,KA,29417347
2021-07-27,NL,747478
2021-07-27,UP,45716508
2021-07-27,MZ,813058
2021-07-27,SK,632688
2021-07-27,JK,5958646
2021-07-27,ML,1034494
2021-07-27,JH,9135518
2021-07-27,HR,11209983
2021-07-27,DL,9779440
2021-07-27,TN,21727255
2021-07-27,KL,18942910
2021-07-27,GJ,32188899
2021-07-27,AS,10234256
2021-07-27,OR,15811574
2021-07-27,MN,1244397
2021-07-27,HP,5020337
2021-07-27,GA,1286117
2021-07-27,AN,286856
2021-07-27,LA,250768
2021-07-27,CH,771657
2021-07-27,AR,826787
2021-07-27,MP,29072338
2021-07-27,MH,42352271
2021-07-27,UT,5615998
2021-07-27,DN,611269
2021-07-27,LD,65060
2021-07-27,CG,10608626
2021-07-27,TR,3035040
2021-07-27,BR,23113597
2021-07-27,TG,14274446
2021-07-28,MP,30150558
2021-07-28,MZ,821586
2021-07-28,LD,65418
2021-07-28,DN,615500
2021-07-28,MH,42707317
2021-07-28,KL,19009970
2021-07-28,GJ,32203120
2021-07-28,LA,252103
2021-07-28,HP,5067025
2021-07-28,JK,6033327
2021-07-28,CG,10647064
2021-07-28,AS,10341710
2021-07-28,KA,29596896
2021-07-28,HR,11355899
2021-07-28,OR,16002897
2021-07-28,WB,28597528
2021-07-28,SK,633927
2021-07-28,RJ,31308628
2021-07-28,TN,21985876
2021-07-28,NL,753720
2021-07-28,TR,3076716
2021-07-28,TG,14291866
2021-07-28,MN,1267268
2021-07-28,JH,9209878
2021-07-28,PB,8637626
2021-07-28,ML,1047742
2021-07-28,UT,5648690
2021-07-28,AR,832256
2021-07-28,AN,290801
2021-07-28,DL,9837247
2021-07-28,UP,46335570
2021-07-28,PY,698810
2021-07-28,GA,1295529
2021-07-28,BR,23270179
2021-07-28,CH,780708
2021-07-28,AP,21025625
2021-07-29,MP,30906116
2021-07-29,HP,5096580
2021-07-29,DN,619866
2021-07-29,RJ,31750352
2021-07-29,MZ,827813
2021-07-29,ML,1063158
2021-07-29,AP,21173255
2021-07-29,OR,16162194
2021-07-29,TR,3102351
2021-07-29,TN,22323375
2021-07-29,GA,1304583
2021-07-29,SK,635789
2021-07-29,UP,46779743
2021-07-29,AR,836809
2021-07-29,CG,10753709
2021-07-29,CH,789355
2021-07-29,WB,28826431
2021-07-29,GJ,32635472
2021-07-29,LD,65707
2021-07-29,KA,29725737
2021-07-29,AN,294198
2021-07-29,MN,1282382
2021-07-29,TG,14456726
2021-07-29,JK,6104697
2021-07-29,AS,10448906
2021-07-29,KL,19271174
2021-07-29,LA,252857
2021-07-29,MH,43082312
2021-07-29,DL,9909776
2021-07-29,PB,8751968
2021-07-29,PY,704580
2021-07-29,BR,23662515
2021-07-29,NL,758573
2021-07-29,HR,11527918
2021-07-29,UT,5742959
2021-07-29,JH,9367956
2021-07-30,LA,253924
2021-07-30,MP,30970799
2021-07-30,ML,1076028
2021-07-30,RJ,32039895
2021-07-30,LD,65988
2021-07-30,MN,1298378
2021-07-30,OR,16344336
2021-07-30,AR,841615
2021-07-30,AN,296896
2021-07-30,GA,1314469
2021-07-30,HR,11679834
2021-07-30,HP,5149148
2021-07-30,CH,798368
2021-07-30,DN,624332
2021-07-30,WB,29150043
2021-07-30,PB,8893061
2021-07-30,JK,6161545
2021-07-30,TG,14585763
2021-07-30,MH,43764145
2021-07-30,AS,10533219
2021-07-30,TR,3124359
2021-07-30,TN,22660132
2021-07-30,PY,710066
2021-07-30,MZ,833577
2021-07-30,BR,23969818
2021-07-30,AP,21414613
2021-07-30,GJ,32988155
2021-07-30,DL,9965538
2021-07-30,NL,763174
2021-07-30,JH,9471180
2021-07-30,KA,30029134
2021-07-30,UP,47597459
2021-07-30,SK,637950
2021-07-30,UT,5831817
2021-07-30,CG,10850626
2021-07-30,KL,19781866
2021-07-31,GA,1327101
2021-07-31,MZ,835998
2021-07-31,PY,717225
2021-07-31,KL,20165100
2021-07-31,RJ,32468620
2021-07-31,OR,16499079
2021-07-31,AP,21669393
2021-07-31,NL,765106
2021-07-31,ML,1086700
2021-07-31,UP,48276029
2021-07-31,MN,1313711
2021-07-31,MH,44359603
2021-07-31,LA,254727
2021-07-31,JK,6215340
2021-07-31,TG,14733008
2021-07-31,SK,638736
2021-07-31,UT,5906990
2021-07-31,BR,24442464
2021-07-31,AR,845600
2021-07-31,WB,29518698
2021-07-31,DN,629887
2021-07-31,CH,817144
2021-07-31,AN,298969
2021-07-31,GJ,33278880
2021-07-31,JH,9589764
2021-07-31,LD,66209
2021-07-31,AS,10638247
2021-07-31,HP,5222691
2021-07-31,HR,11824028
2021-07-31,KA,30371214
2021-07-31,MP,31999209
2021-07-31,DL,10047640
2021-07-31,CG,10953455
2021-07-31,TN,23036192
2021-07-31,PB,9155481
2021-07-31,TR,3145201
2021-08-01,MH,44671062
2021-08-01,HR,11946622
2021-08-01,WB,29805755
2021-08-01,LD,66406
2021-08-01,JK,6304714
2021-08-01,AS,10826140
2021-08-01,DL,10104786
2021-08-01,UP,48442455
2021-08-01,GJ,33738204
2021-08-01,TN,23303574
2021-08-01,AP,21887210
2021-08-01,RJ,32814367
2021-08-01,KL,20369496
2021-08-01,AN,301367
2021-08-01,UT,6002377
2021-08-01,SK,639327
2021-08-01,HP,5242244
2021-08-01,CH,844437
2021-08-01,KA,30664762
2021-08-01,NL,767610
2021-08-01,BR,24699839
2021-08-01,TR,3164140
2021-08-01,MN,1320730
2021-08-01,MP,32227488
2021-08-01,LA,255047
2021-08-01,CG,11081805
2021-08-01,MZ,840956
2021-08-01,AR,847486
2021-08-01,JH,9718188
2021-08-01,DN,632753
2021-08-01,PY,720359
2021-08-01,TG,14841727
2021-08-01,GA,1335323
2021-08-01,ML,1089428
2021-08-01,OR,16636971
2021-08-01,PB,9614710
2021-08-02,MN,1334510
2021-08-02,WB,30244279
2021-08-02,PB,9691969
2021-08-02,AN,302726
2021-08-02,MH,45003338
2021-08-02,LD,66642
2021-08-02,OR,16828261
2021-08-02,TG,14960104
2021-08-02,HR,12143863
2021-08-02,KA,31396158
2021-08-02,GA,1343162
2021-08-02,TR,3172471
2021-08-02,MP,33045723
2021-08-02,SK,642176
2021-08-02,JK,6385030
2021-08-02,AR,852548
2021-08-02,AP,22298933
2021-08-02,AS,11129239
2021-08-02,CG,11127137
2021-08-02,PY,724468
2021-08-02,ML,1101175
2021-08-02,DL,10198712
2021-08-02,MZ,843115
2021-08-02,NL,772311
2021-08-02,CH,852218
2021-08-02,HP,5301613
2021-08-02,DN,636961
2021-08-02,LA,255738
2021-08-02,UP,48820310
2021-08-02,GJ,34092852
2021-08-02,TN,23622736
2021-08-02,KL,20720223
2021-08-02,UT,6089182
2021-08-02,JH,9792734
2021-08-02,BR,24886946
2021-08-02,RJ,33297593
2021-08-03,SK,643576
2021-08-03,KL,21008073
2021-08-03,LA,256201
2021-08-03,TR,3180752
2021-08-03,GJ,34430870
2021-08-03,WB,30676340
2021-08-03,UT,6165004
2021-08-03,HR,12319550
2021-08-03,CG,11181365
2021-08-03,CH,863331
2021-08-03,UP,51489309
2021-08-03,AS,11429254
2021-08-03,MZ,844752
2021-08-03,ML,1113362
2021-08-03,PB,9758467
2021-08-03,JK,6450562
2021-08-03,LD,66762
2021-08-03,BR,24997957
2021-08-03,AP,22476139
2021-08-03,AR,856238
2021-08-03,TN,23903639
2021-08-03,NL,776067
2021-08-03,HP,5356516
2021-08-03,DN,641218
2021-08-03,AN,304142
2021-08-03,PY,728541
2021-08-03,MH,45244512
2021-08-03,DL,10295389
2021-08-03,KA,31689767
2021-08-03,TG,15079216
2021-08-03,MN,1345271
2021-08-03,RJ,33624206
2021-08-03,GA,1350317
2021-08-03,MP,33169564
2021-08-03,OR,17054001
2021-08-03,JH,9873698
2021-08-04,TR,3186637
2021-08-04,BR,25401755
2021-08-04,DN,644843
2021-08-04,UT,6272010
2021-08-04,PB,9794976
2021-08-04,UP,52140923
2021-08-04,AS,11581397
2021-08-04,OR,17249912
2021-08-04,AR,860312
2021-08-04,HR,12433360
2021-08-04,AP,22650260
2021-08-04,PY,733207
2021-08-04,MH,45474724
2021-08-04,LD,67032
2021-08-04,AN,305729
2021-08-04,ML,1123660
2021-08-04,GA,1356445
2021-08-04,LA,256621
2021-08-04,TG,15095872
2021-08-04,CH,870600
2021-08-04,JK,6486798
2021-08-04,KL,21114463
2021-08-04,KA,31957645
2021-08-04,NL,779573
2021-08-04,GJ,34445808
2021-08-04,JH,9938490
2021-08-04,MN,1358157
2021-08-04,DL,10381633
2021-08-04,HP,5405528
2021-08-04,CG,11223885
2021-08-04,SK,644762
2021-08-04,TN,24199269
2021-08-04,WB,30970620
2021-08-04,MP,33697618
2021-08-04,MZ,847086
2021-08-04,RJ,33959663
2021-08-05,AR,864439
2021-08-05,CH,878332
2021-08-05,RJ,34198362
2021-08-05,HR,12548408
2021-08-05,MP,34156553
2021-08-05,WB,31371174
2021-08-05,LA,257040
2021-08-05,SK,646220
2021-08-05,AP,22822334
2021-08-05,TG,15237716
2021-08-05,HP,5449747
2021-08-05,UP,52838552
2021-08-05,GA,1362196
2021-08-05,JH,10005289
2021-08-05,GJ,35013810
2021-08-05,NL,782451
2021-08-05,AN,307014
2021-08-05,BR,26174182
2021-08-05,UT,6369471
2021-08-05,MH,45992850
2021-08-05,DN,648979
2021-08-05,ML,1136576
2021-08-05,PB,9827360
2021-08-05,OR,17483880
2021-08-05,KL,21303369
2021-08-05,AS,11846550
2021-08-05,PY,737452
2021-08-05,MN,1366240
2021-08-05,JK,6550120
2021-08-05,MZ,850582
2021-08-05,DL,10471779
2021-08-05,LD,67253
2021-08-05,KA,32124981
2021-08-05,CG,11381768
2021-08-05,TR,3192345
2021-08-05,TN,24495564
2021-08-06,JH,10093868
2021-08-06,DL,10559677
2021-08-06,LA,257551
2021-08-06,NL,785511
2021-08-06,MZ,855474
2021-08-06,RJ,34620302
2021-08-06,GA,1370190
2021-08-06,BR,26793524
2021-08-06,WB,31774086
2021-08-06,HR,12654430
2021-08-06,HP,5502831
2021-08-06,UT,6424278
2021-08-06,MN,1379355
2021-08-06,CG,11593716
2021-08-06,AP,23390303
2021-08-06,DN,653596
2021-08-06,OR,17713585
2021-08-06,TR,3200135
2021-08-06,AS,12087826
2021-08-06,ML,1149127
2021-08-06,CH,892796
2021-08-06,AN,308177
2021-08-06,KA,32349726
2021-08-06,KL,21560396
2021-08-06,UP,53294582
2021-08-06,LD,67491
2021-08-06,MP,34238857
2021-08-06,TG,15376994
2021-08-06,MH,46376671
2021-08-06,JK,6603381
2021-08-06,PY,741807
2021-08-06,SK,647540
2021-08-06,GJ,35630296
2021-08-06,AR,868369
2021-08-06,PB,9854254
2021-08-06,TN,24818414
2021-08-07,MN,1389342
2021-08-07,LD,67712
2021-08-07,BR,27345184
2021-08-07,CG,11685860
2021-08-07,RJ,34954868
2021-08-07,PY,746814
2021-08-07,NL,786795
2021-08-07,SK,647897
2021-08-07,JK,6690063
2021-08-07,UT,6598224
2021-08-07,AR,871407
2021-08-07,AP,23617219
2021-08-07,JH,10218231
2021-08-07,MZ,858266
2021-08-07,WB,32029325
2021-08-07,PB,10064017
2021-08-07,KL,21782429
2021-08-07,TG,15483265
2021-08-07,ML,1158718
2021-08-07,UP,53589814
2021-08-07,LA,258385
2021-08-07,AS,12339414
2021-08-07,TN,25126156
2021-08-07,HP,5551177
2021-08-07,MH,46685972
2021-08-07,DL,10679728
2021-08-07,HR,12794804
2021-08-07,DN,659199
2021-08-07,TR,3205399
2021-08-07,KA,32764656
2021-08-07,AN,309270
2021-08-07,GJ,36211785
2021-08-07,GA,1382444
2021-08-07,MP,34853048
2021-08-07,CH,904840
2021-08-07,OR,17877357
2021-08-08,AR,872897
2021-08-08,HR,12871025
2021-08-08,LA,258385
2021-08-08,MH,46758590
2021-08-08,OR,17903256
2021-08-08,BR,27628084
2021-08-08,KL,21843327
2021-08-08,SK,647897
2021-08-08,JK,6737792
2021-08-08,PB,10140971
2021-08-08,KA,32925156
2021-08-08,TR,3206922
2021-08-08,CG,11710567
2021-08-08,MZ,858368
2021-08-08,AP,23699006
2021-08-08,UP,53608615
2021-08-08,NL,787394
2021-08-08,AN,309349
2021-08-08,HP,5551548
2021-08-08,GA,1387664
2021-08-08,GJ,36596532
2021-08-08,AS,12422010
2021-08-08,UT,6625373
2021-08-08,WB,32098768
2021-08-08,JH,10293046
2021-08-08,DL,10690855
2021-08-08,TN,25277500
2021-08-08,MN,1392572
2021-08-08,RJ,35082922
2021-08-08,CH,911473
2021-08-08,DN,659199
2021-08-08,LD,67913
2021-08-08,PY,748322
2021-08-08,TG,15494344
2021-08-08,MP,34901221
2021-08-08,ML,1159425
2021-08-09,ML,1170554
2021-08-09,NL,791508
2021-08-09,KA,33280543
2021-08-09,KL,22097731
2021-08-09,RJ,35383662
2021-08-09,BR,27834939
2021-08-09,AS,12703870
2021-08-09,DN,660860
2021-08-09,WB,32390378
2021-08-09,AN,310643
2021-08-09,MZ,861719
2021-08-09,MP,35456676
2021-08-09,JK,6808342
2021-08-09,CH,923819
2021-08-09,UT,6667116
2021-08-09,GA,1396911
2021-08-09,AR,879094
2021-08-09,TN,25522708
2021-08-09,LA,259036
2021-08-09,LD,68295
2021-08-09,JH,10378294
2021-08-09,UP,54447724
2021-08-09,DL,10836082
2021-08-09,MH,47153366
2021-08-09,SK,649389
2021-08-09,PY,753362
2021-08-09,PB,10291265
2021-08-09,TR,3215294
2021-08-09,MN,1406118
2021-08-09,GJ,37152375
2021-08-09,AP,23842895
2021-08-09,HR,13010381
2021-08-09,OR,18154686
2021-08-09,HP,5632441
2021-08-09,TG,15614892
2021-08-09,CG,11769177
2021-08-10,MH,47480391
2021-08-10,MP,35553678
2021-08-10,KA,33491581
2021-08-10,AN,311987
2021-08-10,NL,796945
2021-08-10,HR,13122349
2021-08-10,PB,10336098
2021-08-10,CG,11810583
2021-08-10,JH,10461563
2021-08-10,ML,1184549
2021-08-10,PY,757497
2021-08-10,AR,883773
2021-08-10,HP,5739867
2021-08-10,UP,55031057
2021-08-10,BR,28012422
2021-08-10,TN,25738106
2021-08-10,TR,3224830
2021-08-10,LA,259648
2021-08-10,JK,217154
2021-08-10,GJ,37653837
2021-08-10,WB,32729991
2021-08-10,AP,24098248
2021-08-10,UT,6790585
2021-08-10,TG,15721296
2021-08-10,DL,10977134
2021-08-10,KL,22199834
2021-08-10,CH,931847
2021-08-10,SK,651152
2021-08-10,OR,18469039
2021-08-10,AS,12956404
2021-08-10,MZ,864932
2021-08-10,GA,1405367
2021-08-10,RJ,35675147
2021-08-10,MN,1414282
2021-08-10,LD,68589
2021-08-10,DN,665221
2021-08-11,GJ,37975741
2021-08-11,HP,5876706
2021-08-11,LA,260319
2021-08-11,PY,761010
2021-08-11,CG,11885007
2021-08-11,DL,11103991
2021-08-11,PB,10489312
2021-08-11,GA,1413586
2021-08-11,RJ,35971880
2021-08-11,UT,6888966
2021-08-11,UP,55519039
2021-08-11,KA,33795595
2021-08-11,AN,314810
2021-08-11,WB,33045123
2021-08-11,AR,888795
2021-08-11,TG,15771623
2021-08-11,AP,24232876
2021-08-11,BR,28337932
2021-08-11,SK,653326
2021-08-11,JH,10608211
2021-08-11,ML,1194945
2021-08-11,MP,36154709
2021-08-11,KL,22443788
2021-08-11,MH,47746896
2021-08-11,MN,1424590
2021-08-11,AS,13063707
2021-08-11,DN,669560
2021-08-11,HR,13193996
2021-08-11,NL,800739
2021-08-11,TR,3232765
2021-08-11,MZ,869128
2021-08-11,OR,18717390
2021-08-11,JK,6926150
2021-08-11,TN,25902265
2021-08-11,CH,942061
2021-08-11,LD,68936
2021-08-12,OR,18934299
2021-08-12,CG,11995498
2021-08-12,JK,7004340
2021-08-12,WB,33378085
2021-08-12,UT,7010485
2021-08-12,HR,13337773
2021-08-12,DN,677971
2021-08-12,UP,56335866
2021-08-12,KL,22851378
2021-08-12,PB,10582012
2021-08-12,ML,1207362
2021-08-12,NL,803143
2021-08-12,RJ,36358050
2021-08-12,KA,33928955
2021-08-12,LA,260931
2021-08-12,MZ,873772
2021-08-12,AR,893741
2021-08-12,DL,11237697
2021-08-12,BR,28933609
2021-08-12,MH,47937975
2021-08-12,AS,13255519
2021-08-12,PY,764552
2021-08-12,SK,655083
2021-08-12,GA,1420190
2021-08-12,JH,10717651
2021-08-12,LD,69092
2021-08-12,MN,1430884
2021-08-12,TG,15904066
2021-08-12,AN,319738
2021-08-12,GJ,38636565
2021-08-12,AP,24337823
2021-08-12,TR,3242407
2021-08-12,TN,26041258
2021-08-12,HP,6056546
2021-08-12,MP,36770924
2021-08-12,CH,951572
2021-08-13,NL,806413
2021-08-13,KL,23409696
2021-08-13,AP,24797487
2021-08-13,LD,69260
2021-08-13,AS,13528558
2021-08-13,UT,7112838
2021-08-13,MN,1435272
2021-08-13,LA,261593
2021-08-13,DN,682451
2021-08-13,MP,36866725
2021-08-13,WB,33820797
2021-08-13,TN,26280240
2021-08-13,JH,10794545
2021-08-13,GA,1428483
2021-08-13,UP,57076997
2021-08-13,GJ,39231916
2021-08-13,BR,29573545
2021-08-13,PB,10752337
2021-08-13,JK,7072370
2021-08-13,HR,13520107
2021-08-13,DL,11358273
2021-08-13,MH,48227422
2021-08-13,AR,898009
2021-08-13,CH,963304
2021-08-13,KA,34132265
2021-08-13,SK,657452
2021-08-13,PY,768086
2021-08-13,HP,6252483
2021-08-13,TR,3250101
2021-08-13,ML,1217802
2021-08-13,TG,16061404
2021-08-13,MZ,876984
2021-08-13,RJ,36899655
2021-08-13,AN,324823
2021-08-13,CG,12099282
2021-08-13,OR,19214557
2021-08-14,MP,37758265
2021-08-14,PY,773514
2021-08-14,WB,34204672
2021-08-14,SK,658871
2021-08-14,BR,30026645
2021-08-14,CG,12159392
2021-08-14,UT,7218311
2021-08-14,LD,69553
2021-08-14,TN,26647484
2021-08-14,AN,329996
2021-08-14,GJ,39842827
2021-08-14,KA,34499721
2021-08-14,CH,977930
2021-08-14,ML,1226159
2021-08-14,AS,13872953
2021-08-14,AR,900714
2021-08-14,MH,49197040
2021-08-14,DL,11516003
2021-08-14,TR,3260483
2021-08-14,HP,6464484
2021-08-14,LA,262360
2021-08-14,UP,57428408
2021-08-14,AP,25001353
2021-08-14,OR,19484581
2021-08-14,MN,1440236
2021-08-14,JH,10932852
2021-08-14,RJ,37515341
2021-08-14,GA,1442724
2021-08-14,HR,13683611
2021-08-14,DN,688801
2021-08-14,MZ,877800
2021-08-14,NL,807319
2021-08-14,JK,7119659
2021-08-14,KL,23939504
2021-08-14,PB,10924652
2021-08-14,TG,16225803
2021-08-15,JH,10969847
2021-08-15,CH,986013
2021-08-15,HR,13757949
2021-08-15,TG,16231172
2021-08-15,UP,57439020
2021-08-15,RJ,37557660
2021-08-15,AS,14022958
2021-08-15,MZ,878165
2021-08-15,DL,11520061
2021-08-15,LD,69571
2021-08-15,ML,1226483
2021-08-15,DN,689509
2021-08-15,AN,330234
2021-08-15,NL,807502
2021-08-15,SK,658871
2021-08-15,PB,11091599
2021-08-15,AR,901552
2021-08-15,AP,25058752
2021-08-15,PY,774430
2021-08-15,OR,19512140
2021-08-15,GA,1447325
2021-08-15,TN,26778920
2021-08-15,GJ,40204914
2021-08-15,MP,37805519
2021-08-15,MH,49417779
2021-08-15,CG,12166221
2021-08-15,KA,34646813
2021-08-15,WB,34274635
2021-08-15,JK,7135861
2021-08-15,LA,262367
2021-08-15,MN,1440610
2021-08-15,HP,6470471
2021-08-15,KL,24271550
2021-08-15,UT,7226639
2021-08-15,TR,3261546
2021-08-15,BR,30131314
2021-08-16,UP,59719134
2021-08-16,LD,69911
2021-08-16,SK,661133
2021-08-16,WB,34594855
2021-08-16,DL,11676224
2021-08-16,KA,35087989
2021-08-16,TG,16395083
2021-08-16,LA,263273
2021-08-16,UT,7329500
2021-08-16,CH,998641
2021-08-16,MH,50051399
2021-08-16,AR,905595
2021-08-16,PY,776622
2021-08-16,DN,693814
2021-08-16,JH,11097436
2021-08-16,AP,25347496
2021-08-16,MZ,881472
2021-08-16,TR,3267114
2021-08-16,KL,24620672
2021-08-16,AN,332382
2021-08-16,OR,19758762
2021-08-16,MP,38414175
2021-08-16,GA,1456645
2021-08-16,NL,811926
2021-08-16,PB,11289395
2021-08-16,GJ,40759153
2021-08-16,AS,14366898
2021-08-16,RJ,38079373
2021-08-16,JK,7195481
2021-08-16,CG,12286996
2021-08-16,HR,13919006
2021-08-16,BR,30615518
2021-08-16,ML,1233795
2021-08-16,MN,1449454
2021-08-16,TN,27106162
2021-08-16,HP,6552764
2021-08-17,DN,698856
2021-08-17,MZ,883790
2021-08-17,KA,35470611
2021-08-17,OR,19961650
2021-08-17,LA,264029
2021-08-17,MH,50751259
2021-08-17,MN,1454380
2021-08-17,AS,14819255
2021-08-17,AR,908960
2021-08-17,SK,663136
2021-08-17,HP,6642413
2021-08-17,CH,1009159
2021-08-17,PY,780530
2021-08-17,MP,38503086
2021-08-17,GA,1464824
2021-08-17,AN,334172
2021-08-17,UT,7434625
2021-08-17,AP,25620940
2021-08-17,TN,27387261
2021-08-17,PB,11370349
2021-08-17,LD,70217
2021-08-17,JK,7250930
2021-08-17,BR,30883857
2021-08-17,TR,3272217
2021-08-17,HR,14094714
2021-08-17,ML,1242105
2021-08-17,KL,24966698
2021-08-17,CG,12382748
2021-08-17,WB,34955712
2021-08-17,TG,16536083
2021-08-17,NL,817475
2021-08-17,GJ,41261649
2021-08-17,DL,11833625
2021-08-17,UP,60602871
2021-08-17,RJ,38420423
2021-08-17,JH,11202492
2021-08-18,GA,1472747
2021-08-18,DL,11971591
2021-08-18,UP,61400425
2021-08-18,JK,7293973
2021-08-18,GJ,41647075
2021-08-18,MN,1463005
2021-08-18,AR,912580
2021-08-18,CG,12456696
2021-08-18,TN,27644044
2021-08-18,WB,35231443
2021-08-18,DN,703088
2021-08-18,PB,11614039
2021-08-18,BR,31572570
2021-08-18,HR,14222155
2021-08-18,SK,664637
2021-08-18,JH,11352940
2021-08-18,LD,70626
2021-08-18,MZ,885995
2021-08-18,MP,39139099
2021-08-18,AP,25828597
2021-08-18,AN,335916
2021-08-18,OR,20171783
2021-08-18,PY,783766
2021-08-18,KL,25251260
2021-08-18,AS,14977919
2021-08-18,ML,1249467
2021-08-18,NL,821147
2021-08-18,LA,264932
2021-08-18,HP,6706768
2021-08-18,CH,1018836
2021-08-18,KA,35789528
2021-08-18,TG,16559401
2021-08-18,MH,51266638
2021-08-18,UT,7505161
2021-08-18,RJ,38517919
2021-08-18,TR,3275989
2021-08-19,BR,32075685
2021-08-19,DN,706809
2021-08-19,MH,51490796
2021-08-19,PY,786698
2021-08-19,NL,823090
2021-08-19,MP,39640383
2021-08-19,KL,25535739
2021-08-19,MN,1467726
2021-08-19,WB,35532684
2021-08-19,UT,7591573
2021-08-19,AR,915605
2021-08-19,JH,11447697
2021-08-19,DL,12116542
2021-08-19,GA,1480001
2021-08-19,HR,14432428
2021-08-19,CG,12560035
2021-08-19,GJ,42016737
2021-08-19,TN,27886374
2021-08-19,SK,665956
2021-08-19,KA,36077702
2021-08-19,AN,336018
2021-08-19,JK,7343362
2021-08-19,TR,3280267
2021-08-19,CH,1028192
2021-08-19,AS,15178105
2021-08-19,MZ,889288
2021-08-19,OR,20332492
2021-08-19,TG,16700343
2021-08-19,HP,6773949
2021-08-19,LD,70902
2021-08-19,RJ,38860053
2021-08-19,AP,26045892
2021-08-19,ML,1262710
2021-08-19,PB,11846188
2021-08-19,LA,265555
2021-08-19,UP,62396549
2021-08-20,TR,3286280
2021-08-20,AP,26096515
2021-08-20,DL,12237895
2021-08-20,PB,11901633
2021-08-20,AN,337837
2021-08-20,LD,71057
2021-08-20,KL,25707370
2021-08-20,MP,39687276
2021-08-20,NL,825492
2021-08-20,HR,14558597
2021-08-20,HP,6815755
2021-08-20,UT,7651999
2021-08-20,MN,1473588
2021-08-20,CH,1036398
2021-08-20,GA,1487338
2021-08-20,JK,7381949
2021-08-20,TN,28026568
2021-08-20,MZ,891461
2021-08-20,BR,32194046
2021-08-20,LA,265782
2021-08-20,UP,63124748
2021-08-20,AS,15350058
2021-08-20,WB,35732638
2021-08-20,RJ,39295307
2021-08-20,PY,787926
2021-08-20,TG,16765148
2021-08-20,CG,12612280
2021-08-20,JH,11525938
2021-08-20,GJ,42312743
2021-08-20,DN,711118
2021-08-20,AR,918442
2021-08-20,OR,20423455
2021-08-20,KA,36269786
2021-08-20,ML,1273306
2021-08-20,SK,667404
2021-08-20,MH,51893056
2021-08-21,TN,28400390
2021-08-21,MN,1479234
2021-08-21,HR,14675219
2021-08-21,WB,36085861
2021-08-21,MH,53001820
2021-08-21,KA,36757979
2021-08-21,AS,15505770
2021-08-21,AR,920803
2021-08-21,GA,1500389
2021-08-21,TG,16862285
2021-08-21,UT,7727133
2021-08-21,MP,40132616
2021-08-21,OR,20501449
2021-08-21,GJ,42704072
2021-08-21,DL,12326273
2021-08-21,JH,11586047
2021-08-21,AN,338649
2021-08-21,KL,25732732
2021-08-21,LD,71168
2021-08-21,UP,63438015
2021-08-21,PB,12155292
2021-08-21,ML,1281244
