Updated On,State,Total Doses Administered
2023-07-10,TG,77620377
2023-07-10,AN,991264
2023-07-10,TR,5918997
2023-07-10,LD,145313
2023-07-10,NL,1739837
2023-07-10,WB,156099962
2023-07-10,LA,567133
2023-07-10,PY,2274059
2023-07-11,MH,177973809
2023-07-11,LD,145313
2023-07-11,DL,37408991
2023-07-11,MP,133940174
2023-07-11,JH,43875945
2023-07-11,AN,991264
2023-07-11,DN,1580060
2023-07-11,NL,1739837
2023-07-11,KA,122150783
2023-07-11,SK,1360477
2023-07-11,TN,127532657
2023-07-11,TG,77620799
2023-07-11,RJ,115719718
2023-07-11,AP,110957419
2023-07-11,GA,2874477
2023-07-11,CG,49167939
2023-07-11,JK,24782265
2023-07-11,MN,3269105
2023-07-11,GJ,128105054
2023-07-11,HR,45546498
2023-07-11,OR,81545959
2023-07-11,KL,57510506
2023-07-11,PY,2274059
2023-07-11,HP,15325484
2023-07-11,AR,1924584
2023-07-11,UT,20143565
2023-07-11,TR,5918997
2023-07-11,CH,2291451
2023-07-11,ML,2625768
2023-07-11,AS,50335778
2023-07-11,UP,392009895
2023-07-11,BR,157290419
2023-07-11,MZ,1793298
2023-07-11,PB,47050294
2023-07-11,LA,567133
2023-07-11,WB,156099962
2023-07-12,PY,2274059
2023-07-12,JK,24782265
2023-07-12,BR,157290424
2023-07-12,PB,47050316
2023-07-12,LD,145313
2023-07-12,SK,1360477
2023-07-12,AR,1924584
2023-07-12,UT,20143565
2023-07-12,TG,77621332
2023-07-12,GJ,128105058
2023-07-12,RJ,115719747
2023-07-12,KA,122150786
2023-07-12,CH,2291456
2023-07-12,MH,177973886
2023-07-12,OR,81545959
2023-07-12,MP,133940175
2023-07-12,MZ,1793298
2023-07-12,LA,567133
2023-07-12,DN,1580060
2023-07-12,NL,1739837
2023-07-12,AP,110957419
2023-07-12,AS,50335778
2023-07-12,UP,392009937
2023-07-12,WB,156099964
2023-07-12,KL,57510540
2023-07-12,MN,3269105
2023-07-12,AN,991264
2023-07-12,CG,49167939
2023-07-12,GA,2874477
2023-07-12,TN,127532688
2023-07-12,JH,43875945
2023-07-12,HP,15325484
2023-07-12,DL,37409003
2023-07-12,HR,45546500
2023-07-12,ML,2625780
2023-07-12,TR,5918997
2023-07-13,AS,50335778
2023-07-13,NL,1739837
2023-07-13,CG,49167939
2023-07-13,TG,77621480
2023-07-13,DL,37409010
2023-07-13,PB,47050348
2023-07-13,GJ,128105063
2023-07-13,MZ,1793298
2023-07-13,DN,1580060
2023-07-13,AP,110957419
2023-07-13,AR,1924584
2023-07-13,OR,81545959
2023-07-13,MH,177973982
2023-07-13,LA,567133
2023-07-13,ML,2625787
2023-07-13,SK,1360477
2023-07-13,LD,145313
2023-07-13,JH,43875945
2023-07-13,MN,3269105
2023-07-13,GA,2874477
2023-07-13,KL,57510571
2023-07-13,MP,133940175
2023-07-13,KA,122150792
2023-07-13,HR,45546500
2023-07-13,TN,127532710
2023-07-13,TR,5918997
2023-07-13,AN,991264
2023-07-13,HP,15325484
2023-07-13,RJ,115719776
2023-07-13,UP,392009960
2023-07-13,WB,156099968
2023-07-13,CH,2291470
2023-07-13,UT,20143571
2023-07-13,PY,2274059
2023-07-13,JK,24782265
2023-07-13,BR,157290439
2023-07-14,KL,57510592
2023-07-14,BR,157290463
2023-07-14,NL,1739837
2023-07-14,MN,3269105
2023-07-14,DN,1580060
2023-07-14,UP,392009990
2023-07-14,AP,110957419
2023-07-14,LD,145313
2023-07-14,MH,177974061
2023-07-14,MZ,1793298
2023-07-14,WB,156099968
2023-07-14,CH,2291477
2023-07-14,HR,45546503
2023-07-14,JH,43875945
2023-07-14,TN,127532744
2023-07-14,PY,2274059
2023-07-14,KA,122150792
2023-07-14,AS,50335778
2023-07-14,MP,133940176
2023-07-14,GA,2874477
2023-07-14,TR,5918997
2023-07-14,AR,1924584
2023-07-14,DL,37409019
2023-07-14,UT,20143576
2023-07-14,PB,47050369
2023-07-14,TG,77621628
2023-07-14,LA,567133
2023-07-14,AN,991264
2023-07-14,HP,15325484
2023-07-14,RJ,115719785
2023-07-14,ML,2625788
2023-07-14,OR,81545959
2023-07-14,CG,49167939
2023-07-14,JK,24782265
2023-07-14,SK,1360477
2023-07-14,GJ,128105067
2023-07-15,MN,3269105
2023-07-15,DL,37409027
2023-07-15,PY,2274059
2023-07-15,UT,20143577
2023-07-15,OR,81545959
2023-07-15,AN,991264
2023-07-15,LA,567133
2023-07-15,HR,45546524
2023-07-15,NL,1739837
2023-07-15,MH,177974162
2023-07-15,ML,2625788
2023-07-15,AS,50335778
2023-07-15,JH,43875945
2023-07-15,MZ,1793298
2023-07-15,LD,145313
2023-07-15,TR,5918997
2023-07-15,TG,77621772
2023-07-15,GJ,128105071
2023-07-15,BR,157290507
2023-07-15,TN,127532782
2023-07-15,UP,392010044
2023-07-15,AP,110957419
2023-07-15,CH,2291481
2023-07-15,RJ,115719810
2023-07-15,CG,49167939
2023-07-15,MP,133940176
2023-07-15,PB,47050382
2023-07-15,JK,24782265
2023-07-15,HP,15325484
2023-07-15,KL,57510623
2023-07-15,WB,156099976
2023-07-15,GA,2874477
2023-07-15,SK,1360477
2023-07-15,AR,1924584
2023-07-15,KA,122150861
2023-07-15,DN,1580060
2023-07-16,TR,5918997
2023-07-16,MP,133940176
2023-07-16,PY,2274059
2023-07-16,RJ,115719813
2023-07-16,LA,567133
2023-07-16,MN,3269105
2023-07-16,KA,122150863
2023-07-16,JK,24782265
2023-07-16,MZ,1793298
2023-07-16,AS,50335778
2023-07-16,CG,49167939
2023-07-16,AN,991264
2023-07-16,UT,20143581
2023-07-16,OR,81545959
2023-07-16,DL,37409029
2023-07-16,MH,177974194
2023-07-16,NL,1739837
2023-07-16,CH,2291481
2023-07-16,HR,45546524
2023-07-16,JH,43875945
2023-07-16,AR,1924584
2023-07-16,GA,2874477
2023-07-16,PB,47050382
2023-07-16,ML,2625788
2023-07-16,TN,127532782
2023-07-16,BR,157290527
2023-07-16,GJ,128105072
2023-07-16,TG,77621777
2023-07-16,KL,57510635
2023-07-16,WB,156099976
2023-07-16,LD,145313
2023-07-16,SK,1360477
2023-07-16,HP,15325484
2023-07-16,DN,1580060
2023-07-16,AP,110957419
2023-07-16,UP,392010061
2023-07-17,MN,3269105
2023-07-17,AS,50335778
2023-07-17,TN,127532799
2023-07-17,CH,2291488
2023-07-17,MP,133940176
2023-07-17,AP,110957419
2023-07-17,DL,37409039
2023-07-17,LA,567133
2023-07-17,AN,991264
2023-07-17,CG,49167939
2023-07-17,WB,156099985
2023-07-17,PB,47050402
2023-07-17,TR,5918997
2023-07-17,JH,43875945
2023-07-17,TG,77621802
2023-07-17,NL,1739837
2023-07-17,HP,15325484
2023-07-17,MZ,1793298
2023-07-17,HR,45546530
2023-07-17,GJ,128105076
2023-07-17,UT,20143583
2023-07-17,OR,81545959
2023-07-17,PY,2274059
2023-07-17,KA,122150902
2023-07-17,RJ,115719843
2023-07-17,LD,145313
2023-07-17,BR,157290556
2023-07-17,ML,2625788
2023-07-17,UP,392010083
2023-07-17,MH,177974293
2023-07-17,SK,1360477
2023-07-17,JK,24782265
2023-07-17,KL,57510650
2023-07-17,DN,1580060
2023-07-17,AR,1924584
2023-07-17,GA,2874477
2023-07-18,CH,2291495
2023-07-18,CG,49167939
2023-07-18,MZ,1793298
2023-07-18,AN,991264
2023-07-18,LA,567133
2023-07-18,MP,133940176
2023-07-18,OR,81545959
2023-07-18,GA,2874477
2023-07-18,UT,20143588
2023-07-18,LD,145313
2023-07-18,RJ,115719887
2023-07-18,KA,122150938
2023-07-18,TR,5918997
2023-07-18,GJ,128105077
2023-07-18,WB,156099994
2023-07-18,BR,157290576
2023-07-18,NL,1739837
2023-07-18,AS,50335778
2023-07-18,TG,77621988
2023-07-18,HP,15325484
2023-07-18,SK,1360477
2023-07-18,KL,57510663
2023-07-18,AR,1924584
2023-07-18,JH,43875945
2023-07-18,MH,177974393
2023-07-18,MN,3269105
2023-07-18,AP,110957419
2023-07-18,HR,45546534
2023-07-18,PB,47050437
2023-07-18,DN,1580060
2023-07-18,DL,37409048
2023-07-18,PY,2274059
2023-07-18,UP,392010117
2023-07-18,JK,24782265
2023-07-18,TN,127532828
2023-07-18,ML,2625793
2023-07-19,PY,2274059
2023-07-19,MN,3269105
2023-07-19,LA,567133
2023-07-19,TG,77622162
2023-07-19,LD,145313
2023-07-19,HR,45546534
2023-07-19,RJ,115719899
2023-07-19,TN,127532842
2023-07-19,PB,47050458
2023-07-19,AN,991264
2023-07-19,BR,157290594
2023-07-19,JH,43875945
2023-07-19,ML,2625816
2023-07-19,OR,81545959
2023-07-19,MZ,1793298
2023-07-19,JK,24782265
2023-07-19,CG,49167939
2023-07-19,GA,2874477
2023-07-19,AR,1924584
2023-07-19,DN,1580060
2023-07-19,AP,110957419
2023-07-19,MH,177974492
2023-07-19,GJ,128105080
2023-07-19,NL,1739837
2023-07-19,KA,122150960
2023-07-19,AS,50335778
2023-07-19,UT,20143591
2023-07-19,HP,15325484
2023-07-19,UP,392010136
2023-07-19,KL,57510695
2023-07-19,WB,156100007
2023-07-19,DL,37409057
2023-07-19,SK,1360477
2023-07-19,TR,5918997
2023-07-19,CH,2291512
2023-07-19,MP,133940178
2023-07-20,MP,133940178
2023-07-20,CG,49167939
2023-07-20,BR,157290667
2023-07-20,NL,1739837
2023-07-20,TR,5918997
2023-07-20,OR,81545959
2023-07-20,HR,45546537
2023-07-20,GA,2874477
2023-07-20,DL,37409065
2023-07-20,TG,77622369
2023-07-20,UP,392010165
2023-07-20,DN,1580060
2023-07-20,HP,15325484
2023-07-20,RJ,115719904
2023-07-20,KL,57510708
2023-07-20,PY,2274059
2023-07-20,ML,2625817
2023-07-20,JH,43875945
2023-07-20,LD,145313
2023-07-20,LA,567133
2023-07-20,AP,110957421
2023-07-20,UT,20143593
2023-07-20,JK,24782265
2023-07-20,SK,1360477
2023-07-20,MN,3269105
2023-07-20,MH,177974574
2023-07-20,AR,1924584
2023-07-20,CH,2291523
2023-07-20,AN,991264
2023-07-20,AS,50335778
2023-07-20,TN,127532871
2023-07-20,WB,156100009
2023-07-20,GJ,128105127
2023-07-20,PB,47050467
2023-07-20,KA,122150963
2023-07-20,MZ,1793298
2023-07-21,MH,177974649
2023-07-21,HR,45546541
2023-07-21,RJ,115719921
2023-07-21,LA,567133
2023-07-21,GA,2874477
2023-07-21,AP,110957421
2023-07-21,DN,1580060
2023-07-21,AR,1924584
2023-07-21,UT,20143593
2023-07-21,TR,5918997
2023-07-21,BR,157290704
2023-07-21,MZ,1793298
2023-07-21,NL,1739837
2023-07-21,CH,2291532
2023-07-21,MP,133940179
2023-07-21,TN,127532894
2023-07-21,ML,2625817
2023-07-21,LD,145313
2023-07-21,PB,47050471
2023-07-21,OR,81545959
2023-07-21,HP,15325484
2023-07-21,CG,49167939
2023-07-21,AS,50335778
2023-07-21,DL,37409066
2023-07-21,JK,24782265
2023-07-21,KL,57510734
2023-07-21,PY,2274059
2023-07-21,TG,77622400
2023-07-21,AN,991264
2023-07-21,JH,43875945
2023-07-21,WB,156100022
2023-07-21,SK,1360477
2023-07-21,MN,3269105
2023-07-21,KA,122150984
2023-07-21,GJ,128105131
2023-07-21,UP,392010209
2023-07-22,DL,37409071
2023-07-22,UP,392010239
2023-07-22,UT,20143596
2023-07-22,MH,177974758
2023-07-22,BR,157290704
2023-07-22,OR,81545959
2023-07-22,CG,49167939
2023-07-22,AR,1924584
2023-07-22,HR,45546569
2023-07-22,AN,991264
2023-07-22,LA,567133
2023-07-22,JK,24782265
2023-07-22,MP,133940179
2023-07-22,KA,122151005
2023-07-22,PY,2274059
2023-07-22,HP,15325484
2023-07-22,MN,3269105
2023-07-22,ML,2625824
2023-07-22,AS,50335778
2023-07-22,TR,5918997
2023-07-22,WB,156100022
2023-07-22,DN,1580060
2023-07-22,NL,1739837
2023-07-22,GA,2874477
2023-07-22,LD,145313
2023-07-22,GJ,128105137
2023-07-22,JH,43875945
2023-07-22,PB,47050482
2023-07-22,MZ,1793298
2023-07-22,TG,77622485
2023-07-22,RJ,115719961
2023-07-22,AP,110957422
2023-07-22,CH,2291544
2023-07-22,KL,57510755
2023-07-22,TN,127532954
2023-07-22,SK,1360477
2023-07-23,TN,127532954
2023-07-23,RJ,115719964
2023-07-23,GA,2874477
2023-07-23,CH,2291544
2023-07-23,UP,392010262
2023-07-23,TR,5918997
2023-07-23,AS,50335778
2023-07-23,PB,47050482
2023-07-23,MH,177974785
2023-07-23,AR,1924584
2023-07-23,WB,156100022
2023-07-23,MP,133940179
2023-07-23,AN,991264
2023-07-23,SK,1360477
2023-07-23,LA,567133
2023-07-23,JK,24782265
2023-07-23,KA,122151007
2023-07-23,NL,1739837
2023-07-23,HR,45546570
2023-07-23,LD,145313
2023-07-23,HP,15325484
2023-07-23,OR,81545959
2023-07-23,JH,43875945
2023-07-23,AP,110957422
2023-07-23,DN,1580060
2023-07-23,KL,57510766
2023-07-23,TG,77622489
2023-07-23,UT,20143599
2023-07-23,PY,2274059
2023-07-23,MZ,1793298
2023-07-23,DL,37409072
2023-07-23,GJ,128105139
2023-07-23,ML,2625824
2023-07-23,BR,157290704
2023-07-23,MN,3269105
2023-07-23,CG,49167939
2023-07-24,GA,2874477
2023-07-24,PY,2274059
2023-07-24,TG,77622540
2023-07-24,AS,50335778
2023-07-24,TR,5918997
2023-07-24,KL,57510784
2023-07-24,LA,567133
2023-07-24,AR,1924584
2023-07-24,DL,37409073
2023-07-24,MP,133940180
2023-07-24,HR,45546572
2023-07-24,GJ,128105144
2023-07-24,NL,1739837
2023-07-24,TN,127532982
2023-07-24,WB,156100022
2023-07-24,CG,49167939
2023-07-24,BR,157290762
2023-07-24,AN,991264
2023-07-24,UP,392010295
2023-07-24,HP,15325484
2023-07-24,ML,2625829
2023-07-24,UT,20143603
2023-07-24,AP,110957422
2023-07-24,DN,1580060
2023-07-24,MN,3269105
2023-07-24,SK,1360477
2023-07-24,MZ,1793298
2023-07-24,LD,145313
2023-07-24,MH,177974868
2023-07-24,CH,2291551
2023-07-24,KA,122151071
2023-07-24,PB,47050492
2023-07-24,RJ,115720017
2023-07-24,OR,81545959
2023-07-24,JK,24782265
2023-07-24,JH,43875945
2023-07-25,UP,392010315
2023-07-25,AP,110957423
2023-07-25,MH,177974969
2023-07-25,OR,81545959
2023-07-25,JH,43875945
2023-07-25,KA,122151153
2023-07-25,ML,2625829
2023-07-25,AR,1924584
2023-07-25,NL,1739837
2023-07-25,LD,145313
2023-07-25,AS,50335778
2023-07-25,CH,2291565
2023-07-25,HP,15325484
2023-07-25,HR,45546574
2023-07-25,CG,49167939
2023-07-25,GJ,128105151
2023-07-25,KL,57510812
2023-07-25,TR,5918997
2023-07-25,AN,991264
2023-07-25,MZ,1793298
2023-07-25,MP,133940180
2023-07-25,MN,3269105
2023-07-25,BR,157290802
2023-07-25,DN,1580060
2023-07-25,SK,1360477
2023-07-25,RJ,115720044
2023-07-25,WB,156100037
2023-07-25,GA,2874477
2023-07-25,JK,24782265
2023-07-25,TN,127533008
2023-07-25,PY,2274059
2023-07-25,UT,20143605
2023-07-25,PB,47050513
2023-07-25,LA,567133
2023-07-25,TG,77622716
2023-07-25,DL,37409078
2023-07-26,AP,110957423
2023-07-26,MN,3269105
2023-07-26,UT,20143608
2023-07-26,BR,157290891
2023-07-26,GJ,128105155
2023-07-26,CG,49167939
2023-07-26,LD,145313
2023-07-26,LA,567133
2023-07-26,TG,77622737
2023-07-26,TR,5918997
2023-07-26,MP,133940180
2023-07-26,WB,156100067
2023-07-26,UP,392010333
2023-07-26,ML,2625839
2023-07-26,MZ,1793298
2023-07-26,DN,1580060
2023-07-26,GA,2874477
2023-07-26,AN,991264
2023-07-26,TN,127533022
2023-07-26,HR,45546576
2023-07-26,PY,2274059
2023-07-26,RJ,115720204
2023-07-26,KA,122151188
2023-07-26,DL,37409083
2023-07-26,JK,24782265
2023-07-26,KL,57510836
2023-07-26,AR,1924584
2023-07-26,SK,1360477
2023-07-26,MH,177975044
2023-07-26,HP,15325484
2023-07-26,PB,47050534
2023-07-26,JH,43875945
2023-07-26,NL,1739837
2023-07-26,OR,81545959
